_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=1Ik6TZco-Uj9GO2nanmClaES__ZAzBiQW
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1cP1y9CrSSL-cGcYulCB7iKvvRpj5BgCr
SOURCE_DOCUMENT_TITLE,2014 Consolidated Financial Statements
SOURCE_DOCUMENT_TABLE_LOCATION,
SOURCE_DOCUMENT_TABLE_TITLE,Statement of Financial Position
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=1-spEKXtjEk-nwnIbeVcTwJvynqwoAuOG
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2014
VERSION,Actual
ASPECT,Assets
NOTES_CONTENT,Dollar
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Asset:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
"Tangible capital assets, net (Note 14, Schedule 1)",24969941
Inventories and prepaid expenses (Note 15),373449
