_META_START_,,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,http://www1.toronto.ca/wps/portal/contentonly?vgnextoid=96c98f90dba60310VgnVCM1000003dd60f89RCRD&vgnextchannel=1a66e03bb8d1e310VgnVCM10000071d60f89RCRD,,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuSkpsNjl2QTBXWDQ,,,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuM0VvWDZnRDRVcGc,,,,,,
SOURCE_DOCUMENT_TITLE,Budget - Operating Budget Program Summary by Expenditure Category,,,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,Data Download,,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,Approved Operating Budget Summary 2011,,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuV0w4YWtaNGNERTg,,,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,,,
YEAR,2011,,,,,,
VERSION,PBFT,,,,,,
ASPECT,Revenues,,,,,,
NOTES_CONTENT,,,,,,,
NOTES_SEVERITY,,,,,,,
UNITS_NAME,Dollar,,,,,,
UNITS_CODE,DOLLAR,,,,,,
UNITS_MULTIPLIER,1000,,,,,,
TOTAL_AMOUNT,7096506.992871097,,,,,,
INTAKE_DATETIME,2016-10-28-22-50-32,,,,,,
INTAKE_OPERATOR_ID,Henrik,,,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME,Revenue:CODE,Revenue:NAME",,,,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,,,
_META_END_,,,,,,,
311SERVICE,311 Toronto,750A,Inter-Divisional Recoveries,5107.9,,,
311SERVICE,311 Toronto,805A,Provincial Subsidies,,,,
311SERVICE,311 Toronto,810A,Federal Subsidies,,,,
311SERVICE,311 Toronto,820A,Other Subsidies,,,,
311SERVICE,311 Toronto,850A,User Fees & Donations,,,,
311SERVICE,311 Toronto,920A,Transfers From Capital,4358.7,,,
311SERVICE,311 Toronto,930A,Contribution From Reserves/Reserve Funds,,,,
AFFHOUSING,Affordable Housing Office,750A,Inter-Divisional Recoveries,238.3,,,
AFFHOUSING,Affordable Housing Office,805A,Provincial Subsidies,625,,,
AFFHOUSING,Affordable Housing Office,810A,Federal Subsidies,,,,
AFFHOUSING,Affordable Housing Office,820A,Other Subsidies,,,,
AFFHOUSING,Affordable Housing Office,850A,User Fees & Donations,300,,,
