_META_START_,,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuNUMyYm43VmpWUWM,,,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,,,,
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2015 COUNCIL APPROVED OPERATING BUDGET TOTAL OPERATING AND CAPITAL POSITIONS,,,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p.2,,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2015 COUNCIL APPROVED OPERATING BUDGET OPERATING POSITIONS,,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuMzE0QXpEa09FMmc,,,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,,,
YEAR,2015,,,,,,
VERSION,Summary,,,,,,
ASPECT,Staffing,,,,,,
NOTES_CONTENT,,,,,,,
NOTES_SEVERITY,,,,,,,
UNITS_NAME,Full Time Equivalent,,,,,,
UNITS_CODE,FTE,,,,,,
UNITS_MULTIPLIER,1,,,,,,
TOTAL_AMOUNT,50697.5,,,,,,
INTAKE_DATETIME,2017-04-24-00-44-44,,,,,,
INTAKE_OPERATOR_ID,Henrik,,,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME,Permanence:CODE,Permanence:NAME",,,,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,,,
_META_END_,,,,,,,
311SERVICE,311 Toronto,PERM,Permanent,137,,,
AFFHOUSING,Affordable Housing Office,PERM,Permanent,15,,,
AFFHOUSING,Affordable Housing Office,TEMP,Temporary,4,,,
ARENAS,Arena Boards of Management,PERM,Permanent,43.2,,,
ARENAS,Arena Boards of Management,TEMP,Temporary,23.4,,,
AUDITGEN,Auditor General's Office,PERM,Permanent,29.5,,,
AUDITGEN,Auditor General's Office,TEMP,Temporary,,,,
BUILDINGS,Toronto Building,PERM,Permanent,435,,,
BUILDINGS,Toronto Building,TEMP,Temporary,7,,,
CFO,Office of the Chief Financial Officer,PERM,Permanent,101,,,
CFO,Office of the Chief Financial Officer,TEMP,Temporary,1,,,
CHILDSERV,Children's Services,PERM,Permanent,729.9,,,
CHILDSERV,Children's Services,TEMP,Temporary,237.7,,,
CITYMANAGER,City Manager's Office,PERM,Permanent,423.5,,,
CITYMANAGER,City Manager's Office,TEMP,Temporary,9,,,
CLERK,City Clerk's Office,PERM,Permanent,396.3,,,
CLERK,City Clerk's Office,TEMP,Temporary,7.6,,,
COMMCENTRES,Association of Community Centres,PERM,Permanent,77.9,,,
COMMCENTRES,Association of Community Centres,TEMP,Temporary,,,,
COUNCIL,City Council,PERM,Permanent,44,,,
COUNCIL,City Council,TEMP,Temporary,132,,,
COURTSERV,Court Services,PERM,Permanent,282,,,
COURTSERV,Court Services,TEMP,Temporary,,,,
ECONDEV,Economic Development & Culture,PERM,Permanent,231,,,
ECONDEV,Economic Development & Culture,TEMP,Temporary,69.6,,,
ENGINEERING,Engineering & Construction Services,PERM,Permanent,127.5,,,
ENGINEERING,Engineering & Construction Services,TEMP,Temporary,5.5,,,
EXHIBPLACE,Exhibition Place,PERM,Permanent,379,,,
EXHIBPLACE,Exhibition Place,TEMP,Temporary,11,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",PERM,Permanent,891.2,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",TEMP,Temporary,34.3,,,
FIRE,Fire Services,PERM,Permanent,3149.5,,,
FIRE,Fire Services,TEMP,Temporary,5.3,,,
FLEET,Fleet Services,PERM,Permanent,175,,,
FLEET,Fleet Services,TEMP,Temporary,1,,,
HERITAGE,Heritage Toronto,PERM,Permanent,7,,,
HERITAGE,Heritage Toronto,TEMP,Temporary,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,PERM,Permanent,3,,,
INTEGRITYCOMM,Integrity Commissioner's Office,TEMP,Temporary,,,,
IT,Information & Technology,PERM,Permanent,584,,,
IT,Information & Technology,TEMP,Temporary,3,,,
LEGAL,Legal Services,PERM,Permanent,269.4,,,
LEGAL,Legal Services,TEMP,Temporary,33,,,
LIBRARY,Toronto Public Library,PERM,Permanent,1739.9,,,
LIBRARY,Toronto Public Library,TEMP,Temporary,,,,
LICENCING,Municipal Licensing & Standards,PERM,Permanent,459,,,
LICENCING,Municipal Licensing & Standards,TEMP,Temporary,1,,,
