_META_START_,,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc,,,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,,,,
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS,,,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1,,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuZzhQTWJLYnplYXc,,,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,,,
YEAR,2012,,,,,,
VERSION,Summary,,,,,,
ASPECT,Staffing,,,,,,
NOTES_CONTENT,,,,,,,
NOTES_SEVERITY,,,,,,,
UNITS_NAME,Full Time Equivalent,,,,,,
UNITS_CODE,FTE,,,,,,
UNITS_MULTIPLIER,1,,,,,,
TOTAL_AMOUNT,48859.2,,,,,,
INTAKE_DATETIME,2016-10-28-22-50-32,,,,,,
INTAKE_OPERATOR_ID,Henrik,,,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME,Permanence:CODE,Permanence:NAME",,,,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE,Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,,,
_META_END_,,,,,,,
311SERVICE,311 Toronto,PERM,Permanent,154,,,
AFFHOUSING,Affordable Housing Office,PERM,Permanent,15,,,
AFFHOUSING,Affordable Housing Office,TEMP,Temporary,4,,,
ARENAS,Arena Boards of Management,PERM,Permanent,41,,,
ARENAS,Arena Boards of Management,TEMP,Temporary,24.5,,,
ATMOSPHERE,Toronto Atmospheric Fund,PERM,Permanent,7,,,
ATMOSPHERE,Toronto Atmospheric Fund,TEMP,Temporary,,,,
AUDITGEN,Auditor General's Office,PERM,Permanent,29,,,
AUDITGEN,Auditor General's Office,TEMP,Temporary,,,,
BUILDINGS,Toronto Building,PERM,Permanent,413,,,
BUILDINGS,Toronto Building,TEMP,Temporary,5,,,
CFO,Office of the Chief Financial Officer,PERM,Permanent,118,,,
CFO,Office of the Chief Financial Officer,TEMP,Temporary,6.6,,,
CHILDSERV,Children's Services,PERM,Permanent,742,,,
CHILDSERV,Children's Services,TEMP,Temporary,185.8,,,
CITYMANAGER,City Manager's Office,PERM,Permanent,366,,,
CITYMANAGER,City Manager's Office,TEMP,Temporary,9,,,
CLERK,City Clerk's Office,PERM,Permanent,394.3,,,
CLERK,City Clerk's Office,TEMP,Temporary,3.5,,,
COMMCENTRES,Association of Community Centres,PERM,Permanent,78.7,,,
COMMCENTRES,Association of Community Centres,TEMP,Temporary,4,,,
COUNCIL,City Council,PERM,Permanent,44,,,
COUNCIL,City Council,TEMP,Temporary,132,,,
COURTSERV,Court Services,PERM,Permanent,284,,,
COURTSERV,Court Services,TEMP,Temporary,,,,
ECONDEV,Economic Development & Culture,PERM,Permanent,222,,,
ECONDEV,Economic Development & Culture,TEMP,Temporary,53.8,,,
ENGINEERING,Engineering & Construction Services,PERM,Permanent,162.7,,,
ENGINEERING,Engineering & Construction Services,TEMP,Temporary,,,,
EXHIBPLACE,Exhibition Place,PERM,Permanent,155.5,,,
EXHIBPLACE,Exhibition Place,TEMP,Temporary,374,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",PERM,Permanent,682.9,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",TEMP,Temporary,40.7,,,
FIRE,Fire Services,PERM,Permanent,3175.5,,,
FIRE,Fire Services,TEMP,Temporary,0.8,,,
FLEET,Fleet Services,PERM,Permanent,172,,,
FLEET,Fleet Services,TEMP,Temporary,,,,
HERITAGE,Heritage Toronto,PERM,Permanent,6.5,,,
HERITAGE,Heritage Toronto,TEMP,Temporary,,,,
INTEGRITYCOMM,Integrity Commissioner's Office,PERM,Permanent,1,,,
INTEGRITYCOMM,Integrity Commissioner's Office,TEMP,Temporary,0.5,,,
IT,Information & Technology,PERM,Permanent,504,,,
IT,Information & Technology,TEMP,Temporary,4,,,
LEGAL,Legal Services,PERM,Permanent,255,,,
LEGAL,Legal Services,TEMP,Temporary,18,,,
LIBRARY,Toronto Public Library,PERM,Permanent,1717.9,,,
LIBRARY,Toronto Public Library,TEMP,Temporary,,,,
LICENCING,Municipal Licensing & Standards,PERM,Permanent,451.6,,,
