_META_,,,,,
SOURCE,https://drive.google.com/open?id=0BzB3t6aSc9bDam0xM1hrX2d6bG8,,,,
SOURCEQUALIFIERS,,,,,
DOCTITLE,CITY OF TORONTO 2013 COUNCIL APPROVED OPERATING BUDGET GROSS EXPENDITURE,,,,
YEAR,2009,,,,
TYPE,GROSS EXPENDITURE,,,,
UNITS,"$1,000.00",,,,
NOTES,,,,,
_METAEND_,,,,,
_DATA_,,,,,
DIVISIONCODE,DivisionName,Amount,RollIntoCode,Note,AlternateSource
311SERVICE,3-1-1 Customer Service Strategy,15281.7,,,
AFFHOUSING,Affordable Housing Office,3185.3,,,
ARENAS,Arena Boards of Management,6255.8,,,
AUDITGEN,Auditor General’s Office,4338.4,,,
BUILDING,Toronto Building,45068.1,,,
CFO,Office of the Chief Financial Officer,14384.8,,,
CHILDSERV,Children’s Services,369453.9,,,
CITYMANAGER,City Manager’s Office,41798.7,,,
CLERK,City Clerk’s Office,53057.9,,,
COMMCENTRES,Association of Community Centres,7171.7,,,
CORPEXPENDITURES,Non-Program Expenditures,605421.9,,,
CORPEXPENDITURES,Non-Program Expenditures,6283.7,,,
CORPFINANCING,Capital & Corporate Financing,628229.7,,,
COUNCIL,City Council,19445.7,,,
COURTSERV,Court Services,47566.8,,,
CPIP,Community Partnership and Investment Program,45691,,,
ECONDEV,"Economic Development, Culture & Tourism",36410.8,,,
EMERG,Emergency Medical Services,159546.4,,,
ENV,Toronto Environment Office,8887.7,,,
EXHIBPLACE,Exhibition Place,59687.4,,,
FACILITIES,Facilities & Real Estate,163961.2,,,
FIRE,Fire Services,365028.1,,,
FLEET,Fleet Services,46478.2,,,
HERITAGE,Heritage Toronto,714,,,
INTEGRITYCOMM,Integrity Commissioner’s Office,201.4,,,
IT,Information & Technology,60312.8,,,
LEGAL,Legal Services,39526.1,,,
LIBRARY,Toronto Public Library,175777.4,,,
LICENCING,Municipal Licensing & Standards,47227.3,,,
LOBBYREG,Lobbyist Registrar,942,,,
LONGTERMHOME,Long Term Care Homes & Services,213460.4,,,
MAYOR,Mayor’s Office,2603.3,,,
OMBUDSMAN,Office of the Ombudsman,1218.3,,,
PARKING,Toronto Parking Authority,65661.3,,,
PARKS,"Parks, Forestry & Recreation",337664.9,,,
PLANNING,City Planning,37114.3,,,
POLICE,Toronto Police Service,919251.2,,,
POLICEBOARD,Toronto Police Services Board,2301.1,,,
POLICYADMIN,"Policy, Planning, Finance and Administration",42303.9,,,
PUBLICHEALTH,Toronto Public Health,217992.9,,,
REGIONCONSERV,Toronto & Region Conservation Authority,37996.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",724488.6,,,
SOCIALDEV,"Social Development, Finance & Administration",27258.9,,,
SOCIALSERV,Toronto Employment & Social Services,1203021.9,,,
SOLIDWASTE,Solid Waste Management,320341.8,,,
TECH,Technical Services,64130.5,,,
THEATRES,Theatres,14210,,,
TRANSPORTATION,Transportation Services,280794.9,,,
TREASURER,Office of the Treasurer,72927,,,
TTCCONV,Toronto Transit Commission – Conventional,1298364.7,,,
TTCWHEEL,Toronto Transit Commission – Wheel-Trans,80169.2,,,
WATER,Toronto Water,698703.4,,,
WATERFRONT,Waterfront Secretariat,1596.9,,,
YONGEDUNDAS,Yonge-Dundas Square,1618.2,,,
ZOO,Toronto Zoo,43228,,,
