_COLUMNS_,"Category:CODE,Category:NAME,AlternateNames:LIST,Notes:LIST",,
311SERVICE,3-1-1 Customer Service Strategy,3-1-1 Customer Service Strategy;#311 Customer Service Strategy,
AFFHOUSING,Affordable Housing Office,Affordable Housing Office;#Aﬀordable Housing Oﬃce,
ARENAS,Arena Boards of Management,,
ATMOSPHERE,Toronto Atmospheric Fund,,
AUDITGEN,Auditor General’s Office,,
BUILDINGS,Toronto Building,,
CFO,Office of the Chief Financial Officer,Office of the Chief Financial Officer;#Oﬃce of the Chief Financial Oﬃcer,
CHILDSERV,Children’s Services,Children’s Services;#Children's Services,
CITYMANAGER,City Manager’s Office,City Manager’s Office;#City Manager’s Oﬃce;#City Manager's Office,
CLERK,City Clerk’s Office,City Clerk’s Office;#City Clerk’s Oﬃce;#City Clerk's Office,
COMMCENTRES,Association of Community Centres,Association of Community Centres;#Auditor General's Office,
COMMPARTNER,Community Partnership and Investment Program,,
COMMPARTNERREV,Community Partnership and Investment Program revenue,,
CORPEXPENDITURES,Non-Program Expenditures,,
CORPFINANCING,Capital & Corporate Financing,,
CORPREVENUES,Non-Program Revenues,,
COUNCIL,City Council,,
COURTSERV,Court Services,,
ECONDEV,"Economic Development, Culture & Tourism",,
EMERG,Emergency Medical Services,,
ENV,Toronto Environment Office,,
EXHIBPLACE,Exhibition Place,,
FACILITIES,Facilities & Real Estate,,
FIRE,Fire Services,,
FLEET,Fleet Services,,
HERITAGE,Heritage Toronto,,
INTEGRITYCOMM,Integrity Commissioner’s Office,Integrity Commissioner’s Office;#Office of the Integrity Commissioner,
IT,Information & Technology,,
LEGAL,Legal Services,,
LIBRARY,Toronto Public Library,,
LICENCING,Municipal Licensing & Standards,Municipal Licensing & Standards;#Municipal Licensing and Standards,
LOBBYREG,Lobbyist Registrar,Lobbyist Registrar;#Office of the Lobbyist Registrar,
LONGTERMHOME,Long Term Care Homes & Services,,
MAYOR,Mayor’s Office,Mayor’s Office;#Mayor's Office,
OMBUDSMAN,Office of the Ombudsman,Office of the Ombudsman;#Office of the Ombudsperson,
PARKING,Toronto Parking Authority,,
PARKINGTAGS,Parking Tag Enforcement & Operations,,
PARKS,"Parks, Forestry & Recreation",,
PLANNING,City Planning,,
POLICE,Toronto Police Service,Toronto Police Service;#Toronto Police Service (excludes Board),
POLICEBOARD,Toronto Police Services Board,,
POLICYADMIN,"Policy, Planning, Finance and Administration","Policy, Planning, Finance and Administration;#Policy, Planning, Finance & Administration",
PUBLICHEALTH,Toronto Public Health,,
REGIONCONSERV,Toronto & Region Conservation Authority,,
SHELTERADMIN,"Shelter, Support & Housing Administration","Shelter, Support & Housing Administration;#Shelter, Housing & Support Administration",
SOCIALDEV,"Social Development, Finance & Administration",,
SOCIALSERV,Toronto Employment & Social Services,Toronto Employment & Social Services;#Toronto Employment &Social Services,
SOLIDWASTE,Solid Waste Management,Solid Waste Management;#Solid Waste Management Services,
TECH,Technical Services,,
THEATRES,Theatres,,
TRANSPORTATION,Transportation Services,,
TREASURER,Office of the Treasurer,Office of the Treasurer;#Oﬃce of the Treasurer,
TTCCONV,Toronto Transit Commission – Conventional,Toronto Transit Commission – Conventional;#Toronto Transit Commission (includes Wheel Trans),
TTCWHEEL,Toronto Transit Commission – Wheel-Trans,,
WATER,Toronto Water,,
WATERFRONT,Waterfront Secretariat,,
YONGEDUNDAS,Yonge-Dundas Square,,
ZOO,Toronto Zoo,,
