_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
311 Performance Reporting,311 Performance Reporting,,2
311 Service Delivery,311 Service Delivery,,5
AM-Community Paramedicine & Emergency Call Mitigation,AM-Community Paramedicine & Emergency Call Mitigation,,7
AM-Emergency Medical Care,AM-Emergency Medical Care,,8
ASD-Financial Reporting & Control,ASD-Financial Reporting & Control,,6
ASD-Payment Processing,ASD-Payment Processing,,6
ASD-SAP Governance,ASD-SAP Governance,,
ASD-Tax & Financial System Support,ASD-Tax & Financial System Support,,5
Auditor General's Office,Auditor General's Office,,6
BL-Building Compliance,BL-Building Compliance,,7
BL-Building Permission & Information,BL-Building Permission & Information,,7
Bike Share,Bike Share,,1
CA-Environment & Energy,CA-Environment & Energy,,7
CA-Facilities Management,CA-Facilities Management,,6
CA-Real Estate,CA-Real Estate,,7
CD-Community & Neighbourhood Development,CD-Community & Neighbourhood Development,,6
CD-Community Partnership Investment Program,CD-Community Partnership Investment Program,,1
CD-Financial Management & Program Support,CD-Financial Management & Program Support,,6
CD-Social Policy & Planning,CD-Social Policy & Planning,,5
CD-Toronto Office of Partnerships,CD-Toronto Office of Partnerships,,3
"CM-Equity, Diversity & Human Rights","CM-Equity, Diversity & Human Rights",,5
CM-Executive Management,CM-Executive Management,,6
CM-Internal Auditing,CM-Internal Auditing,,4
CM-Strategic & Corporate Policy,CM-Strategic & Corporate Policy,,4
CM-Strategic Communications,CM-Strategic Communications,,5
"CPF-Financial Strategies, Analysis & Policy Development","CPF-Financial Strategies, Analysis & Policy Development",,5
CPF-Investment & Debt Management,CPF-Investment & Debt Management,,6
CPF-Risk Management & Insurance,CPF-Risk Management & Insurance,,7
CT-Provincial Offences/Licencing Tribunal Dispute Resolution,CT-Provincial Offences/Licencing Tribunal Dispute Resolution,,7
Child Care Delivery,Child Care Delivery,,7
Child Care System Management,Child Care System Management,,6
Chronic Diseases & Injuries,Chronic Diseases & Injuries,,7
City Building & Policy Development,City Building & Policy Development,,7
City Council,City Council,,6
Civil Litigation,Civil Litigation,,5
Community Ice & Facility Booking,Community Ice & Facility Booking,,6
"Conventions, Conferences & Meetings","Conventions, Conferences & Meetings",,3
Corporate Accounts,Corporate Accounts,,15
Corporate Leadership,Corporate Leadership,,4
Corporate Leadership (DCM),Corporate Leadership (DCM),,5
Court Case Management,Court Case Management,,7
Default Fine Collection Management,Default Fine Collection Management,,7
"Development Review, Decision & Implementation","Development Review, Decision & Implementation",,7
EC-Business Services,EC-Business Services,,7
EC-Cultural Services,EC-Cultural Services,,7
EC-Economic Competitiveness Services,EC-Economic Competitiveness Services,,6
Emergency Medical Dispatch & Preliminary Care,Emergency Medical Dispatch & Preliminary Care,,7
Emergency Preparedness,Emergency Preparedness,,6
Environmental Health,Environmental Health,,7
Exhibition Place Asset Management,Exhibition Place Asset Management,,6
Exhibition Place Parking Access,Exhibition Place Parking Access,,3
Exhibitions & Events,Exhibitions & Events,,6
F&A-Executive Leadership,F&A-Executive Leadership,,4
F&A-Financial Management & Program Support,F&A-Financial Management & Program Support,,4
F&A-Organizational Management Consulting,F&A-Organizational Management Consulting,,3
FL-Fleet Management,FL-Fleet Management,,6
FL-Fuel Management,FL-Fuel Management,,6
FPD-Financial Planning & Management,FPD-Financial Planning & Management,,4
FPD-Financial Reporting & Control,FPD-Financial Reporting & Control,,4
FR-Disaster Response & Event Support,FR-Disaster Response & Event Support,,5
"FR-Fire Prevention, Inspection, & Enforcement","FR-Fire Prevention, Inspection, & Enforcement",,6
FR-Fire Safety Education,FR-Fire Safety Education,,6
Family Health,Family Health,,7
Fire Rescue & Emergency Response,Fire Rescue & Emergency Response,,6
GV-Elect Government,GV-Elect Government,,6
GV-Make Government Work,GV-Make Government Work,,7
GV-Open Government,GV-Open Government,,7
HA-Communtiy Based Long-Term Care,HA-Communtiy Based Long-Term Care,,6
HR Employee & Labour Relations,HR Employee & Labour Relations,,6
HR Employment Services,HR Employment Services,,6
HR Organizational & Employee Effectiveness,HR Organizational & Employee Effectiveness,,6
HR Safe & Healthy Workplaces,HR Safe & Healthy Workplaces,,6
HS-Homeless and Housing First Solutions,HS-Homeless and Housing First Solutions,,7
HS-Social Housing System Management,HS-Social Housing System Management,,7
Heritage Fundraising & Partnership Development,Heritage Fundraising & Partnership Development,,3
Heritage Promotion & Education,Heritage Promotion & Education,,4
Housing Improvement Loans & Grants,Housing Improvement Loans & Grants,,6
Housing Policy & Partnerships,Housing Policy & Partnerships,,6
IT-Business IT Solutions,IT-Business IT Solutions,,6
IT-Computer & Communications Technology Infrastructure,IT-Computer & Communications Technology Infrastructure,,7
IT-Enterprise IT Planning & Client Services,IT-Enterprise IT Planning & Client Services,,6
Infectious Diseases,Infectious Diseases,,6
Integrity Commissioner's Office,Integrity Commissioner's Office,,6
Library Collections Access & Borrowing,Library Collections Access & Borrowing,,6
Library In-Branch & Virtual Services,Library In-Branch & Virtual Services,,6
"Library Partnerships, Outreach & Cust. Engagement","Library Partnerships, Outreach & Cust. Engagement",,6
Long Term Care Homes,Long Term Care Homes,,7
"MS-Animal Care, Control & Sheltering","MS-Animal Care, Control & Sheltering",,7
"MS-Business Licensing, Enforcement, & Permitting","MS-Business Licensing, Enforcement, & Permitting",,7
MS-By-Law Enforcement,MS-By-Law Enforcement,,6
"MS-Property Standards, Inspection & Compliance","MS-Property Standards, Inspection & Compliance",,6
Mayor's Office,Mayor's Office,,4
New Affordable Housing Development,New Affordable Housing Development,,6
Off-Street Parking,Off-Street Parking,,5
Office of the Lobbyist Registrar,Office of the Lobbyist Registrar,,6
Office of the Ombudsman,Office of the Ombudsman,,6
On-Street Parking,On-Street Parking,,5
Organizational Effectiveness,Organizational Effectiveness,,5
PA-Emergency Management,PA-Emergency Management,,6
PA-Financial Management,PA-Financial Management,,4
PA-Program Support,PA-Program Support,,6
PMM-Materials Management Stores & Distribution,PMM-Materials Management Stores & Distribution,,7
PMM-Purchasing,PMM-Purchasing,,5
PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,PPEB-Employee & Retiree Benefit & OMERS Pension Compensation,,7
PPEB-Non – OMERS Pension Plans,PPEB-Non – OMERS Pension Plans,,7
PPEB-Payroll,PPEB-Payroll,,7
PR-Community Recreation,PR-Community Recreation,,7
PR-Parks,PR-Parks,,7
PR-Urban Forestry,PR-Urban Forestry,,7
Property Tax,Property Tax,,
Prosecution,Prosecution,,6
Public Health Foundations,Public Health Foundations,,7
RS-Parking Ticket,RS-Parking Ticket,,6
RS-Property Tax Billing,RS-Property Tax Billing,,5
RS-Revenue Accounting & Collection,RS-Revenue Accounting & Collection,,6
"RS-Tax, Utility & Parking Ticket Client Services","RS-Tax, Utility & Parking Ticket Client Services",,5
RS-Utility Billing,RS-Utility Billing,,5
SS-Employment Services,SS-Employment Services,,7
SS-Financial Supports,SS-Financial Supports,,7
SS-Integrated Case Management and Service Planning,SS-Integrated Case Management and Service Planning,,6
SW-City Beautification,SW-City Beautification,,7
SW-Residual Management,SW-Residual Management,,7
SW-Solid Waste Collection & Transfer,SW-Solid Waste Collection & Transfer,,7
SW-Solid Waste Education & Enforcement,SW-Solid Waste Education & Enforcement,,7
SW-Solid Waste Processing & Transport,SW-Solid Waste Processing & Transport,,7
Social Economic & Neighbourhood Development,Social Economic & Neighbourhood Development,,6
Solicitor,Solicitor,,6
Special Levy for Scarborough Subway,Special Levy for Scarborough Subway,,1
Special Levy for Scarborough Subway (Reserve Contribution),Special Levy for Scarborough Subway (Reserve Contribution),,
TO-311 Development,TO-311 Development,,4
TO-311 Information & Business Processing,TO-311 Information & Business Processing,,2
TP-Permits & Applications,TP-Permits & Applications,,7
TP-Road & Sidewalk Management,TP-Road & Sidewalk Management,,7
TP-Transportation Safety & Operations,TP-Transportation Safety & Operations,,7
TW-Stormwater Management,TW-Stormwater Management,,7
TW-Wastewater Collection & Treatment,TW-Wastewater Collection & Treatment,,7
TW-Water Treatment & Supply,TW-Water Treatment & Supply,,7
Theatrical & Other Cultural Events,Theatrical & Other Cultural Events,,7
Toronto & Region Conservation Authority,Toronto & Region Conservation Authority,,4
Toronto Atmospheric Fund,Toronto Atmospheric Fund,,4
Toronto Police Service,Toronto Police Service,,6
Toronto Police Service Governance & Oversight,Toronto Police Service Governance & Oversight,,6
Toronto Transit Commission - Conventional Service,Toronto Transit Commission - Conventional Service,,6
Toronto Transit Commission - Wheel-Trans Service,Toronto Transit Commission - Wheel-Trans Service,,4
WT-Engineering Information,WT-Engineering Information,,6
WT-Engineering Review & Acceptance,WT-Engineering Review & Acceptance,,6
WT-Municipal Infrastructure Construction,WT-Municipal Infrastructure Construction,,6
Yd-Public Square And Event Venue,Yd-Public Square And Event Venue,,5
Zoo Conservation & Science,Zoo Conservation & Science,,5
Zoo Fundraising & Strategic Partnerships,Zoo Fundraising & Strategic Partnerships,,5
Zoo Visitor Services,Zoo Visitor Services,,5
