_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=1jyZdNf68wdg7lW1HLxWsoo0r9m_s6iss,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1vI0cN2OCkZZ7V6x0FxXhiKYWTdOJyr7T,,,,
SOURCE_DOCUMENT_TITLE,2012 Consolidated Financial Statements,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,Note: deferred liabilities; Note: Accumulated Surplus,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=1wJDxXMKo9pQbrGXWtn7OdSLyEyzfvJB2,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2012,,,,
VERSION,Actual,,,,
ASPECT,"Liabilities, Surplus",,,,
NOTES_CONTENT,Dollar,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,3022459,,,,
INTAKE_DATETIME,2018-01-30-00-12-14,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Reserve:CODE,Reserve:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
BUILDINGCODE,Building Code Act Service Improvement,20821,,,
COMMINITIATIVES,Community Initiatives,97057,,,
COMMSERVICES,Community Services,81948,,,
CORPFUND,Corporate – Fund,451898,,,
CORPRESERVE,Corporate – Reserve,614422,,,
DEVCHARGES,Development Charges,375071,,,
DONATIONS,Donations,1079,,,
GASTAX,Provincial Gas Tax,,,,
PARKING,Parking Authority,3185,,,
RECLAND,Recreational Land (Planning Act),347525,,,
SOGR,State of Good Repair,168614,,,
SOGROBLIG,State of Good Repair – Obligatory,13794,,,
STABILIZATION,Stabilization,127615,,,
SUBDIVIDERS,Subdividers’ Deposits,10808,,,
THIRDPARTY,Third Party Agreements,25959,,,
TRANSITFUNDS,Public Transit Funds,272203,,,
WATER,Water and Wastewater,80816,,,
WATEROBLIG,Water and Wastewater – Obligatory,156017,,,
BENEFITS,Employee Benefits,173627,,,
