_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
3-1-1 Customer Service Strategy,311SERVICE,,
311 Customer Service Strategy,311SERVICE,,
Affordable Housing Office,AFFHOUSING,,
Arena Boards of Management,ARENAS,,
Association of Community Centres,COMMCENTRES,,
Auditor General's Office,COMMCENTRES,,
Auditor General’s Office,AUDITGEN,,
Aﬀordable Housing Oﬃce,AFFHOUSING,,
Capital & Corporate Financing,CORPFINANCING,,
Children's Services,CHILDSERV,,
Children’s Services,CHILDSERV,,
City Clerk's Office,CLERK,,
City Clerk’s Office,CLERK,,
City Clerk’s Oﬃce,CLERK,,
City Council,COUNCIL,,
City Manager's Office,CITYMANAGER,,
City Manager’s Office,CITYMANAGER,,
City Manager’s Oﬃce,CITYMANAGER,,
City Planning,PLANNING,,
Community Partnership and Investment Program,COMMPARTNER,,
Community Partnership and Investment Program revenue,COMMPARTNERREV,,
Court Services,COURTSERV,,
"Economic Development, Culture & Tourism",ECONDEV,,
Emergency Medical Services,EMERG,,
Exhibition Place,EXHIBPLACE,,
Facilities & Real Estate,FACILITIES,,
Fire Services,FIRE,,
Fleet Services,FLEET,,
Heritage Toronto,HERITAGE,,
Information & Technology,IT,,
Integrity Commissioner’s Office,INTEGRITYCOMM,,
Legal Services,LEGAL,,
Lobbyist Registrar,LOBBYREG,,
Long Term Care Homes & Services,LONGTERMHOME,,
Mayor's Office,MAYOR,,
Mayor’s Office,MAYOR,,
Municipal Licensing & Standards,LICENCING,,
Municipal Licensing and Standards,LICENCING,,
Non-Program Expenditures,CORPEXPENDITURES,,
Non-Program Revenues,CORPREVENUES,,
Office of the Chief Financial Officer,CFO,,
Office of the Integrity Commissioner,INTEGRITYCOMM,,
Office of the Lobbyist Registrar,LOBBYREG,,
Office of the Ombudsman,OMBUDSMAN,,
Office of the Ombudsperson,OMBUDSMAN,,
Office of the Treasurer,TREASURER,,
Oﬃce of the Chief Financial Oﬃcer,CFO,,
Oﬃce of the Treasurer,TREASURER,,
Parking Tag Enforcement & Operations,PARKINGTAGS,,
"Parks, Forestry & Recreation",PARKS,,
"Policy, Planning, Finance & Administration",POLICYADMIN,,
"Policy, Planning, Finance and Administration",POLICYADMIN,,
"Shelter, Housing & Support Administration",SHELTERADMIN,,
"Shelter, Support & Housing Administration",SHELTERADMIN,,
"Social Development, Finance & Administration",SOCIALDEV,,
Solid Waste Management,SOLIDWASTE,,
Solid Waste Management Services,SOLIDWASTE,,
Technical Services,TECH,,
Theatres,THEATRES,,
Toronto & Region Conservation Authority,REGIONCONSERV,,
Toronto Atmospheric Fund,ATMOSPHERE,,
Toronto Building,BUILDINGS,,
Toronto Employment & Social Services,SOCIALSERV,,
Toronto Employment &Social Services,SOCIALSERV,,
Toronto Environment Office,ENV,,
Toronto Parking Authority,PARKING,,
Toronto Police Service,POLICE,,
Toronto Police Service (excludes Board),POLICE,,
Toronto Police Services Board,POLICEBOARD,,
Toronto Public Health,PUBLICHEALTH,,
Toronto Public Library,LIBRARY,,
Toronto Transit Commission (includes Wheel Trans),TTCCONV,,
Toronto Transit Commission – Conventional,TTCCONV,,
Toronto Transit Commission – Wheel-Trans,TTCWHEEL,,
Toronto Water,WATER,,
Toronto Zoo,ZOO,,
Transportation Services,TRANSPORTATION,,
Waterfront Secretariat,WATERFRONT,,
Yonge-Dundas Square,YONGEDUNDAS,,
