_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
Arena Boards of Management,ARENAS,,
Assessment Growth/Shift,ASSESSMENT,,
Association of Community Centers,COMMCENTRES,,
Auditor General,AUDITGEN,,
C&I Tax Increase re Registered Charities Rebate,CHARITYREBATE,,
Capital & Corporate Financing,CORPFINANCING,,
Chief Administrator's Office (CAO),CITYMANAGER,,
Children's Services,CHILDSERV,,
City Clerk's,CLERK,,
Consolidated Grant Program,GRANTPROGRAM,,
Corporate Communications,CORPCOMMS,,
Council,COUNCIL,,
Court Services,COURTSERV,,
Culture,CULTURE,,
Customer & Business Support,BIZSUPPORT,,
Economic Development,ECONDEV,,
Emergency Management Plan,EMERGPLAN,,
Emergency Medical Services,EMERG,,
Exhibition Place,EXHIBPLACE,,
Facilities & Real Estate,FACILITIES,,
Finance,FINANCE,,
Fire Services,FIRE,,
Fleet Services,FLEET,,
Homes for the Aged,AGEDHOMES,,
Human Resources,HUMANRESOURCES,,
Information & Technology,IT,,
Keele Valley Closure (KVC),KVC,,
Legal,LEGAL,,
Mayor's Office,MAYOR,,
Non-Program Expenditures,CORPEXPENDITURES,,
Non-Program Revenues,CORPREVENUES,,
Parking Authority,PARKING,,
Parks & Recreation,PARKS,,
Service Improvement & Innovation,INNOVATION,,
"Shelter, Housing & Support",SHELTERADMIN,,
Social Development & Administration,SOCIALDEV,,
Social Services,SOCIALSERV,,
Solid Waste Management Services,SOLIDWASTE,,
Theatres,THEATRES,,
Toronto & Region Conservation Authority,REGIONCONSERV,,
Toronto Police Service & Board,TOTALPOLICE,,
Toronto Public Health,PUBLICHEALTH,,
Toronto Public Library,LIBRARY,,
Toronto Transit Commission (Incl. Wheel Trans),TOTALTTC,,
Toronto Zoo,ZOO,,
Tourism,TOURISM,,
Transportation Services,TRANSPORTATION,,
Urban Development Services,PLANNING,,
WES - Support Services,SUPPORTSERV,,
WES - Technical Services,TECH,,
Water & Waste Water,WATER,,
World Youth Day,WORLDYOUTH,,
Yonge/Dundas Square,YONGEDUNDAS,,
