_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
3-1-1 Project,311SERVICE,,
Arena Boards of Management,ARENAS,,
Assessment Growth - 2005,ASSESSMENT,,
Association of Community Centers,COMMCENTRES,,
Association of Community Centres,COMMCENTRES,,
Auditor General's Office,AUDITGEN,,
Capital & Corporate Financing,CORPFINANCING,,
Chief Administrator's Office,CITYMANAGER,,
Children's Services,CHILDSERV,,
City Clerk's Office,CLERK,,
Community Partnership and Investment Program revenue,COMMPARTNERREV,,
Corporate Accounts Community Partnership and Investment Program,COMMPARTNER,,
Corporate Communications,CORPCOMMS,,
Council,COUNCIL,,
Court Services,COURTSERV,,
Culture,CULTURE,,
Customer & Business Support,BIZSUPPORT,,
Economic Development,ECONDEV,,
Economic Recovery,ECONRECOV,,
Emergency Management Plan,EMERGPLAN,,
Emergency Medical Services,EMERG,,
Exhibition Place,EXHIBPLACE,,
Facilities & Real Estate,FACILITIES,,
Finance,FINANCE,,
Fire Services,FIRE,,
Fleet Services,FLEET,,
Heritage Toronto,HERITAGE,,
Homes for the Aged,AGEDHOMES,,
Human Resources,HUMANRESOURCES,,
Information & Technology,IT,,
Legal,LEGAL,,
Mayor's Office,MAYOR,,
Non Program,NONPROGRAM,,
Non-Program Expenditures,CORPEXPENDITURES,,
Non-Program Revenues,CORPREVENUES,,
Parking Authority,PARKING,,
Parking Enforcement Unit,PARKINGTAGS,,
Parks & Recreation,PARKS,,
Public Health,PUBLICHEALTH,,
Service Improvement & Innovation,INNOVATION,,
"Shelter, Housing & Support",SHELTERADMIN,,
Social Development & Administration,SOCIALDEV,,
Social Services,SOCIALSERV,,
Solid Waste Management Services,SOLIDWASTE,,
Theatres,THEATRES,,
Toronto & Region Conservation Authority,REGIONCONSERV,,
Toronto Atmospheric Fund,ATMOSPHERE,,
Toronto Parking Authority,PARKING,,
Toronto Police Board,POLICEBOARD,,
Toronto Police Service,POLICE,,
Toronto Police Services(excludes Board),POLICE,,
Toronto Public Health,PUBLICHEALTH,,
Toronto Public Library,LIBRARY,,
Toronto Transit Commission - Conventional,TTCCONV,,
Toronto Transit Commission - Wheel Trans,TTCWHEEL,,
Toronto Transit Commission – Conventional,TTCCONV,,
Toronto Transit Commission**,TTCCONV,,
Toronto Water,WATER,,
Toronto Zoo,ZOO,,
Total Non-Program Expenditures,CORPEXPENDITURES,,
Total Non-Program Revenues,CORPREVENUES,,
Tourism,TOURISM,,
Transportation Services,TRANSPORTATION,,
Urban Development Services,PLANNING,,
WES - Support Services,SUPPORTSERV,,
WES - Technical Services,TECH,,
Yonge Dundas Square,YONGEDUNDAS,,
Yonge/Dundas Square,YONGEDUNDAS,,
