_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
3 - 1 - 1 Program,311SERVICE,,
3-1-1 Customer Service Strategy,311SERVICE,,
3-1-1 Project Management Office,311SERVICE,,
Affordable Housing Office,AFFHOUSING,,
Arena Boards of Management,ARENAS,,
Assessment Growth 2006,ASSESSMENT,,
Association of Community Centers,COMMCENTRES,,
Association of Community Centres,COMMCENTRES,,
Auditor General's Office,AUDITGEN,,
Auditor General’s Office,AUDITGEN,,
Building Services,BUILDINGS,,
Business Support Services,BIZSUPPORT,,
Capital & Corporate Financing,CORPFINANCING,,
Children's Services,CHILDSERV,,
Children’s Services,CHILDSERV,,
City Clerk's Office,CLERK,,
City Clerk’s Office,CLERK,,
City Council,COUNCIL,,
City Manager's Office,CITYMANAGER,,
City Manager’s Office,CITYMANAGER,,
City Planning,PLANNING,,
Clean & Beautiful Secretariat,BEAUTY,,
Clean and Beautiful City Secretariat,BEAUTY,,
Community Partnership and Investment Program,COMMPARTNER,,
Community Partnership and Investment Program revenue,COMMPARTNERREV,,
Corporate Communications,CORPCOMMS,,
Council,COUNCIL,,
Court Services,COURTSERV,,
Culture,CULTURE,,
Economic Development,ECONDEV,,
"Economic Development, Culture & Tourism",ECONDEV,,
Emergency Medical Services,EMERG,,
Exhibition Place,EXHIBPLACE,,
Facilities & Real Estate,FACILITIES,,
Fire Services,FIRE,,
Fleet Services,FLEET,,
Heritage Toronto,HERITAGE,,
Homes for the Aged,AGEDHOMES,,
Human Resources,HUMANRESOURCES,,
Information & Technology,IT,,
Legal Services,LEGAL,,
Lobbyist Registrar,LOBBYIST,,
Mayor's Office,MAYOR,,
Mayor’s Office,MAYOR,,
Municipal Licensing & Standards,LICENCING,,
Municipal Licensing and Standards,LICENCING,,
Non-Program Expenditures,CORPEXPENDITURES,,
Non-Program Revenues,CORPREVENUES,,
Office of the Chief Financial Officer,CFO,,
Office of the DCM and Chief Financial Officer,CFO,,
Office of the Lobbyist Registrar,LOBBYREG,,
Office of the Mayor,MAYOR,,
Office of the Treasurer,TREASURER,,
Parking Authority,PARKING,,
Parking Enforcement Unit,PARKINGTAGS,,
"Parks, Forestry & Recreation",PARKS,,
"Policy, Planning, Finance & Admin.",POLICYADMIN,,
"Policy, Planning, Finance and Administration",POLICYADMIN,,
Pubic Information & Creative Services,PUBLICINFORMATION,,
Public Information & Creative Services,PUBLICINFORMATION,,
Shelter Support & Housing Administration,SHELTERADMIN,,
"Shelter, Housing & Support",SHELTERADMIN,,
"Shelter, Support & Housing Administration",SHELTERADMIN,,
Social Development Finance & Administration,SOCIALDEV,,
"Social Development, Finance & Administration",SOCIALDEV,,
Social Services,SOCIALSERV,,
Solid Waste Management Services,SOLIDWASTE,,
Technical Services,TECH,,
Theatres,THEATRES,,
Toronto & Region Conservation Authority,REGIONCONSERV,,
Toronto Atmospheric Fund,ATMOSPHERE,,
Toronto Building,BUILDINGS,,
Toronto Parking Authority,PARKING,,
Toronto Police Service,POLICE,,
Toronto Police Services Board,POLICEBOARD,,
Toronto Police Services(excludes Board),POLICE,,
Toronto Public Health,PUBLICHEALTH,,
Toronto Public Library,LIBRARY,,
Toronto Transit Commission - Conventional,TTCCONV,,
Toronto Transit Commission - Wheel-Trans,TTCWHEEL,,
Toronto Transit Commission – Conventional,TTCCONV,,
Toronto Transit Commission – Wheel-Trans,TTCWHEEL,,
Toronto Transit Commission*,TTCCONV,,
Toronto Water,WATER,,
Toronto Zoo,ZOO,,
Tourism,TOURISM,,
Transportation Services,TRANSPORTATION,,
WES - Support Services,SUPPORTSERV,,
WES - Technical Services,TECH,,
Waterfront Secretariat,WATERFRONT,,
Yonge Dundas Square,YONGEDUNDAS,,
Yonge-Dundas Square,YONGEDUNDAS,,
Yonge/Dundas Square,YONGEDUNDAS,,
