_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=11aDq6m7MAZhzj-SWKlrQTGqGjSN2qnfF
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1cP1y9CrSSL-cGcYulCB7iKvvRpj5BgCr
SOURCE_DOCUMENT_TITLE,2016 Consolidated Financial Statements
SOURCE_DOCUMENT_TABLE_LOCATION,p.5
SOURCE_DOCUMENT_TABLE_TITLE,Statement of Financial Position
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=1-n83QLpjTLB19aLrtPPu99CsnHFZAb2I
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2016
VERSION,Actual
ASPECT,Assets
NOTES_CONTENT,Dollar
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Asset:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Bank indebtedness (Note 6),65856
Accounts payable and accrued liabilities (Note 7),3290252
Deferred revenue (Note 8),2416642
Other liabilities (Note 9),688528
Landfill closure and post-closure liabilities (Note 10),138101
Mortgages payable (Note 11),363098
Net long-term debt (Note 12),5072410
Employee benefit liabilities (Note 13),3756844
