_COLUMNS_,"Category:CODE,Category:NAME,AlternateNames:LIST,Notes:LIST"
BENEFITS,Employee Benefits
BUILDINGCODE,Building Code Act Service Improvement
COMMINITIATIVES,Community Initiatives
COMMSERVICES,Community Services
CORPFUND,Corporate – Fund
CORPRESERVE,Corporate – Feserve
DEVCHARGES,Development Charges
DONATIONS,Donations
PARKING,Parking Authority
RECLAND,Recreational Land (Planning Act)
SOGR,State of Good Repair
SOGROBLIG,State of Good Repair – Obligatory
STABILIZATION,Stabilization
THIRDPARTY,Third Party Agreements
TRANSITFUNDS,Public Transit Funds
WATER,Water and Wastewater
WATEROBLIG,Water and Wastewater – Obligatory
