_COLUMNS_,"Category:CODE,Category:NAME,AlternateNames:LIST,Notes:LIST",,
BENEFITS,Employee Benefits (Note 13),,
BUILDINGCODE,Building Code Act Service Improvement,,
COMMINITIATIVES,Community Initiatives,,
COMMSERVICES,Community Services,,
CORPFUND,Corporate – fund,,
CORPRESERVE,Corporate – reserve,,
DEVCHARGES,Development Charges,,
DONATIONS,Donations,,
GASTAX,Provincial Gas Tax,,
PARKING,Parking Authority,,
RECLAND,Recreational Land (Planning Act),,
SOGR,State of Good Repair,,
SOGR-OBLIG,State of Good Repair – obligatory,,
STABILIZATION,Stabilization,,
SUBDIVIDERS,Subdividers’ Deposits,,
THIRDPARTY,Third Party Agreements,,
TRANSITFUNDS,Public Transit Funds,,
WATER,Water and Wastewater,,
WATEROBLIG,Water and Wastewater – obligatory,,
