_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,https://drive.google.com/open?id=0B208oCU9D8OuX2F1a0VNQUU4OWM
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuX2F1a0VNQUU4OWM
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,
SOURCE_DOCUMENT_TITLE,2016 Consolidated Financial Statments
SOURCE_DOCUMENT_TABLE_LOCATION,
SOURCE_DOCUMENT_TABLE_TITLE,Expenses by Object
SOURCE_CSV_PRECURSOR_LINK,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,
YEAR,2016
VERSION,Actual
ASPECT,Expenses
NOTES_CONTENT,Dollar
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Expenditure:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
"Salaries, wages and benefits ",5618259
Materials ,983862
Contracted services ,1596096
Interest on long-term debt ,320250
Transfer payments ,1202720
Amortization,973897
Other ,258786
