_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuUTIwWDY5bzRlTUk
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuZW9OVU5sUVZtVDg
SOURCE_DOCUMENT_TITLE,City of Toronto Consolidated Financial Statements for the year ended December 31 1999
SOURCE_DOCUMENT_TABLE_LOCATION,p.3 document; p.5 pdf
SOURCE_DOCUMENT_TABLE_TITLE,"Analysis of Consolidated Current Operations For the Year Ended December 31, 1999"
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B0nzg-ld6eh_bTZWcUF4TDZmUTg
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Chris
YEAR,1999
VERSION,Actual
ASPECT,Expenses
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Chris
COLUMNS_CATEGORIES,Expense:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
General government,472234
Protection to persons and property,916417
Transportation services,1206257
Environmental services,486490
Health services,172900
Social and family services,1368561
Recreation and cultural services,422231
Planning and development,380587
Electricity (Note 2),918707
