_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuUlRqdGF5b3NzVnM
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuZW9OVU5sUVZtVDg
SOURCE_DOCUMENT_TITLE,2011CONSOLIDATED FINANCIAL STATEMENTS City of Toronto Financial Report 
SOURCE_DOCUMENT_TABLE_LOCATION,p.80 document; p.6 pdf
SOURCE_DOCUMENT_TABLE_TITLE,CONSOLIDATED STATEMENT OF OPERATIONS AND ACCUMULATED SURPLUS
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B0nzg-ld6eh_dExyVmpJc0FrNkU
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Chris
YEAR,2011
VERSION,Actual
ASPECT,Expenses
NOTES_CONTENT,
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Chris
COLUMNS_CATEGORIES,Expense:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
General government,1195957
Protection to persons and property,1667615
Transportation,2642260
Environmental services,871059
Health services,399207
Social and family services,2049481
Social housing,803748
Recreation and cultural services,847271
Planning and development,173473
