_META_START_,,,,,,,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,https://efis.fma.csc.gov.on.ca/fir/View/FI141999 Toronto C.zip,,,,,,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://efis.fma.csc.gov.on.ca/fir/fir.csv,,,,,,,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,,,,,,,,,,,
SOURCE_DOCUMENT_TITLE,,,,,,,,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,,,,,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,,,,,,,
SOURCE_CSV_PRECURSOR_LINK,,,,,,,,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Chris,,,,,,,,,,
YEAR,2014,,,,,,,,,,
VERSION,FIR,,,,,,,,,,
ASPECT,revenues,,,,,,,,,,
NOTES_CONTENT,,,,,,,,,,,
NOTES_SEVERITY,,,,,,,,,,,
UNITS_NAME,Dollar,,,,,,,,,,
UNITS_CODE,DOLLAR,,,,,,,,,,
UNITS_MULTIPLIER,1,,,,,,,,,,
TOTAL_AMOUNT,11319413504,,,,,,,,,,
INTAKE_DATETIME,2016-11-01-09-44-15,,,,,,,,,,
INTAKE_OPERATOR_ID,Chris,,,,,,,,,,
COLUMNS_CATEGORIES,"RevenueLevel1:CODE,RevenueLevel1:Name,RevenueLevel2:CODE,RevenueLevel2:Name,RevenueLevel3:CODE,RevenueLevel3:Name,RevenueLevel4:CODE,RevenueLevel4:Name,RevenueLevel5:CODE,RevenueLevel5:Name",,,,,,,,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE,Notes:DESCRIPTION,Severity: CODE",,,,,,,,,,
_META_END_,,,,,,,,,,,
OTH,Other revenue,slc.10.1840.01,"Own Purpose Revenue: Sale of publications, equipment, etc.",,,,,,,46933103,
OTH,Other revenue,slc.10.1870.01,Own Purpose Revenue: Gaming and Casino Revenues,,,,,,,15945174,
OTH,Other revenue,slc.10.1865.01,"Own Purpose Revenue: Other Revenues from Government Business Enterprise (ie. Dividends, etc.)",,,,,,,73281591,
OTH,Other revenue,slc.10.1850.01,Own Purpose Revenue: Contributions from non-consolidated entities,,,,,,,45224309,
OTH,Other revenue,OTH_DEF,Deferred revenue earned,slc.10.1813.01,Own Purpose Revenue: Deferred revenue earned (Recreational land (The Planning Act))(SLC 60 1032 01 + SLC 60 1035 01),,,,,41907647,
OTH,Other revenue,OTH_DEF,Deferred revenue earned,slc.10.1814.01,Own Purpose Revenue: Other deferred revenue earned,,,,,0,
OTH,Other revenue,OTH_DEF,Deferred revenue earned,slc.10.1812.01,Own Purpose Revenue: Deferred revenue earned (Development Charges)(SLC 60 1025 01 + SLC 60 1026 01),,,,,126418388,
OTH,Other revenue,OTH_INV,Investment income/interest/etc,slc.10.1811.01,Own Purpose Revenue: Gain/loss on sale of land and capital assets,,,,,8400882,
OTH,Other revenue,OTH_INV,Investment income/interest/etc,slc.10.1805.01,Own Purpose Revenue: Investment income,,,,,261655516,
OTH,Other revenue,OTH_INV,Investment income/interest/etc,slc.10.1806.01,Own Purpose Revenue: Interest earned on reserves and reserve funds,,,,,8946514,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1897.01,Own Purpose Revenue: Please specify,,,,,38868410,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1898.01,Own Purpose Revenue: Please specify,,,,,265892476,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1892.01,Own Purpose Revenue: Please specify,,,,,0,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1890.01,Own Purpose Revenue: Please specify,,,,,0,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1895.01,Own Purpose Revenue: Please specify,,,,,0,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1896.01,Own Purpose Revenue: Please specify,,,,,37625879,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1894.01,Own Purpose Revenue: Please specify,,,,,0,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1893.01,Own Purpose Revenue: Please specify,,,,,0,
OTH,Other revenue,OTH_OTH,Other revenue sources,slc.10.1891.01,Own Purpose Revenue: Please specify,,,,,11086031,
OTH,Other revenue,slc.10.1905.01,Own Purpose Revenue: Increase/Decrease in Government Business Enterprise equity,,,,,,,0,
OTH,Other revenue,OTH_COT,City of Toronto Act Revenue,slc.10.1885.01,"Own Purpose Revenue: Personal Vehicle Tax,PVT (City of Toronto Act,2006)(SLC 80 0734 02)",,,,,,NA
OTH,Other revenue,OTH_COT,City of Toronto Act Revenue,slc.10.1880.01,"Own Purpose Revenue: Municipal Land Transfer Tax (City of Toronto Act,2006)",,,,,449603705,
OTH,Other revenue,OTH_GFT,Donations  & Gifts,slc.10.1830.01,Own Purpose Revenue: Donations,,,,,6809993,
OTH,Other revenue,OTH_GFT,Donations  & Gifts,slc.10.1831.01,Own Purpose Revenue: Donated tangible capital assets (SLC 53 0610 01),,,,,743840,
PIL,Payments-In-Lieu of Taxation,PIL_RES,Residential,PIL_RES_MULT,Multi-Residential,slc.262.1050.04,Municipal PILS - LT / ST: Multi-residential,,,1155187,
PIL,Payments-In-Lieu of Taxation,PIL_RES,Residential,PIL_RES_MULT,Multi-Residential,slc.262.1050.05,Municipal PILS - UT: Multi-residential,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_RES,Residential,PIL_RES_RES,Residential Buildings,slc.262.1010.05,Municipal PILS - UT: Residential,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_RES,Residential,PIL_RES_RES,Residential Buildings,slc.262.1010.04,Municipal PILS - LT / ST: Residential,,,1329681,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_PIP,Pipelines,slc.262.1718.05,Municipal PILS - UT: Pipelines,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_PIP,Pipelines,slc.262.1718.04,Municipal PILS - LT / ST: Pipelines,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_FOR,Managed Forests,slc.262.1140.04,Municipal PILS - LT / ST: Managed forests,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_FOR,Managed Forests,slc.262.1140.05,Municipal PILS - UT: Managed forests,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_ADD,Amounts Added to PILs,slc.262.9290.04,Municipal PILS - LT / ST: Amounts Added to PIL,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_ADD,Amounts Added to PILs,slc.262.9290.05,Municipal PILS - UT: Amounts Added to PIL,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_OTH,Other Property Classes,slc.262.1810.05,Municipal PILS - UT: Other property classes,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_OTH,Other Property Classes,slc.262.1810.04,Municipal PILS - LT / ST: Other property classes,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_FARM,Farmland,slc.262.1110.04,Municipal PILS - LT / ST: Farmland,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_FARM,Farmland,slc.262.1110.05,Municipal PILS - UT: Farmland,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_SUP,Suplementary PILS,slc.262.9270.04,Municipal PILS - LT / ST: Supplementary PILS,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_SUP,Suplementary PILS,slc.262.9270.05,Municipal PILS - UT: Supplementary PILS,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_OPA,Other PIL Amouts,slc.262.9292.04,Municipal PILS - LT / ST: Other PIL Amounts,,,17488658,
PIL,Payments-In-Lieu of Taxation,PIL_OTH,Other Groups,PIL_OTH_OPA,Other PIL Amouts,slc.262.9292.05,Municipal PILS - UT: Other PIL Amounts,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_OFF,Office Building,slc.262.1320.05,Municipal PILS - UT: Office building,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_OFF,Office Building,slc.262.1320.04,Municipal PILS - LT / ST: Office building,,,22556349,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_LOT,Parking Lot,slc.262.1310.04,Municipal PILS - LT / ST: Parking lot,,,9559312,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_LOT,Parking Lot,slc.262.1310.05,Municipal PILS - UT: Parking lot,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_NOF,Office Building New Construction,slc.262.1325.04,Municipal PILS - LT / ST: Office building new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_NOF,Office Building New Construction,slc.262.1325.05,Municipal PILS - UT: Office building new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_NSH,Shopping Centre New Construction,slc.262.1345.05,Municipal PILS - UT: Shopping centre new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_NSH,Shopping Centre New Construction,slc.262.1345.04,Municipal PILS - LT / ST: Shopping centre new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_COM,Commercial Buildings,slc.262.1210.04,Municipal PILS - LT / ST: Commercial,,,31393034,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_COM,Commercial Buildings,slc.262.1210.05,Municipal PILS - UT: Commercial,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_SHP,Shopping Centre,slc.262.1340.04,Municipal PILS - LT / ST: Shopping centre,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_SHP,Shopping Centre,slc.262.1340.05,Municipal PILS - UT: Shopping centre,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_NEW,Commercial New Construction,slc.262.1215.04,Municipal PILS - LT / ST: Commercial new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_COM,Commercial,PIL_COM_NEW,Commercial New Construction,slc.262.1215.05,Municipal PILS - UT: Commercial new construction,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_LRG,Large Industrial,slc.262.1610.05,Municipal PILS - UT: Large industrial,,,0,
PIL,Payments-In-Lieu of Taxation,PIL_IND,Industrial,PIL_IND_LRG,Large Industrial,slc.262.1610.04,Municipal PILS - LT / ST: Large industrial,,,0,
