_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
Building Code Act Service Improvement,BUILDINGCODE,,
Community Initiatives,COMMINITIATIVES,,
Community Initiatives – reserve,COMMINITIATIVESRESERVE,,
Community Services,COMMSERVICES,,
Corporate – fund,CORPFUND,,
Corporate – reserve,CORPRESERVE,,
Development Charges,DEVCHARGES,,
Donations,DONATIONS,,
Employee Benefits (Note 15),BENEFITS,,
Parking Authority,PARKING,,
Provincial Gas Tax,GASTAX,,
Public Transit Funds,TRANSITFUNDS,,
Recreational Land (Planning Act),RECLAND,,
Stabilization,STABILIZATION,,
State of Good Repair,SOGR,,
Subdividers’ Deposits,SUBDIVIDERS,,
Third Party Agreements,THIRDPARTY,,
Water and Wastewater,WATER,,
Water and Wastewater – obligatory,WATEROBLIG,,
