_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDam0xM1hrX2d6bG8,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OubHdZVEpCZmdfNlE,,,,
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2009 COUNCIL APPROVED OPERATING BUDGET GROSS EXPENDITURE,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8Oub2lmRi1XOTZwLWM,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2009,,,,
VERSION,Summary,,,,
ASPECT,Expenses,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,9785758.299999999,,,,
INTAKE_DATETIME,2016-10-29-22-25-48,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,3185.3,,,
ARENAS,Arena Boards of Management,6255.8,,,
AUDITGEN,Auditor General's Office,4338.4,,,
BUILDINGS,Toronto Building,45068.1,,,
CFO,Office of the Chief Financial Officer,23272.5,,,
CHILDSERV,Children's Services,369453.9,,,
CITYMANAGER,City Manager's Office,43395.6,,,
CLERK,City Clerk's Office,53057.9,,,
COMMCENTRES,Association of Community Centres,7171.7,,,
CORPEXPENDITURES,Non-Program Expenditures,657396.6,,,
CORPFINANCING,Capital & Corporate Financing,628229.7,,,
COUNCIL,City Council,19445.7,,,
COURTSERV,Court Services,47566.8,,,
ECONDEV,Economic Development & Culture,36410.8,,,
ENGINEERING,Engineering & Construction Services,64130.5,,,
EXHIBPLACE,Exhibition Place,59687.4,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",163961.2,,,
FIRE,Fire Services,365028.1,,,
FLEET,Fleet Services,46478.2,,,
HERITAGE,Heritage Toronto,714,,,
INTEGRITYCOMM,Integrity Commissioner's Office,201.4,,,
IT,Information & Technology,60312.8,,,
LEGAL,Legal Services,39526.1,,,
LIBRARY,Toronto Public Library,175777.4,,,
LICENCING,Municipal Licensing & Standards,47227.3,,,
LOBBYREG,Office of the Lobbyist Registrar,942,,,
LONGTERMHOME,Long Term Care Homes & Services,213460.4,,,
MAYOR,Mayor's Office,2603.3,,,
OMBUDSMAN,Office of the Ombudsman,1218.3,,,
PARAMEDIC,Toronto Paramedic Services,159546.4,,,
PARKING,Toronto Parking Authority,65661.3,,,
PARKS,"Parks, Forestry & Recreation",337664.9,,,
PLANNING,City Planning,37114.3,,,
POLICE,Toronto Police Service,919251.2,,,
POLICEBOARD,Toronto Police Services Board,2301.1,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",42303.9,,,
PUBLICHEALTH,Toronto Public Health,217992.9,,,
REGIONCONSERV,Toronto & Region Conservation Authority,37996.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",724488.6,,,
SOCIALDEV,"Social Development, Finance & Administration",27258.9,,,
SOCIALSERV,Toronto Employment & Social Services,1203021.9,,,
SOLIDWASTE,Solid Waste Management Services,320341.8,,,
THEATRES,Theatres,14210,,,
TRANSPORTATION,Transportation Services,280794.9,,,
TREASURER,Office of the Treasurer,72927,,,
TTCCONV,Toronto Transit Commission - Conventional,1298364.7,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,80169.2,,,
WATER,Toronto Water,698703.4,,,
YONGEDUNDAS,Yonge-Dundas Square,1618.2,,,
ZOO,Toronto Zoo,43228,,,
311SERVICE,311 Toronto,15281.7,,,
