_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuaXNFVEpDbTRJdDQ,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,,
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2014 COUNCIL APPROVED OPERATING BUDGET TOTAL OPERATING AND CAPITAL POSITIONS,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 2,,,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2014 COUNCIL APPROVED OPERATING BUDGET OPERATING POSITIONS,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuYXhQWE8yelktTTQ,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2013,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,"Taken from 2014 document, previous year columns",,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,49167,,,,
INTAKE_DATETIME,2016-10-29-22-25-49,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,19,,,
ARENAS,Arena Boards of Management,68.2,,,
ATMOSPHERE,Toronto Atmospheric Fund,7,,,
AUDITGEN,Auditor General's Office,29,,,
BUILDINGS,Toronto Building,425,,,
CFO,Office of the Chief Financial Officer,96,,,
CHILDSERV,Children's Services,922.4,,,
CITYMANAGER,City Manager's Office,406.5,,,
CLERK,City Clerk's Office,402.8,,,
COMMCENTRES,Association of Community Centres,77.4,,,
COUNCIL,City Council,176,,,
COURTSERV,Court Services,282,,,
ECONDEV,Economic Development & Culture,264.8,,,
ENGINEERING,Engineering & Construction Services,139.8,,,
EXHIBPLACE,Exhibition Place,392.5,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",770.2,,,
FIRE,Fire Services,3170.8,,,
FLEET,Fleet Services,174,,,
HERITAGE,Heritage Toronto,6,,,
INTEGRITYCOMM,Integrity Commissioner's Office,2,,,
IT,Information & Technology,587,,,
LEGAL,Legal Services,294,,,
LIBRARY,Toronto Public Library,1713.4,,,
LICENCING,Municipal Licensing & Standards,452.6,,,
LOBBYREG,Office of the Lobbyist Registrar,8.3,,,
LONGTERMHOME,Long Term Care Homes & Services,2151.3,,,
MAYOR,Mayor's Office,9,,,
OMBUDSMAN,Office of the Ombudsman,11,,,
PARAMEDIC,Toronto Paramedic Services,1264,,,
PARKING,Toronto Parking Authority,295.7,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,394,,,
PARKS,"Parks, Forestry & Recreation",4206,,,
PLANNING,City Planning,339,,,
POLICE,Toronto Police Service,7869,,,
POLICEBOARD,Toronto Police Services Board,8,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",199.1,,,
PUBLICHEALTH,Toronto Public Health,1836.2,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",723.9,,,
SOCIALDEV,"Social Development, Finance & Administration",127.6,,,
SOCIALSERV,Toronto Employment & Social Services,2186,,,
SOLIDWASTE,Solid Waste Management Services,1091.7,,,
THEATRES,Theatres,165.2,,,
TRANSPORTATION,Transportation Services,1032.4,,,
TREASURER,Office of the Treasurer,682,,,
TTCCONV,Toronto Transit Commission - Conventional,10882,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,531,,,
WATER,Toronto Water,1696.3,,,
YONGEDUNDAS,Yonge-Dundas Square,6.5,,,
ZOO,Toronto Zoo,419.4,,,
311SERVICE,311 Toronto,154,,,
