_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OudjJ2Q19aWTY1ZjQ,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,,,,
SOURCE_DOCUMENT_TITLE,2010 BUDGET BRIEFING NOTE Staff Recommended Approved Position Changes Revised,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 11,,,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2010 STAFF RECOMMENDED OPERATING BUDGET APPROVED OPERATING POSITIONS - ADDITIONS,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuTVoyakNHNUNlZFE,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2010,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,50258.899999999994,,,,
INTAKE_DATETIME,2016-10-29-22-25-49,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,22,,,
ARENAS,Arena Boards of Management,65.5,,,
ATMOSPHERE,Toronto Atmospheric Fund,7,,,
AUDITGEN,Auditor General's Office,29.6,,,
BUILDINGS,Toronto Building,428.5,,,
CFO,Office of the Chief Financial Officer,137.6,,,
CHILDSERV,Children's Services,949.5,,,
CITYMANAGER,City Manager's Office,404,,,
CLERK,City Clerk's Office,489.6,,,
COMMCENTRES,Association of Community Centres,91.2,,,
COUNCIL,City Council,176,,,
COURTSERV,Court Services,293,,,
ECONDEV,Economic Development & Culture,276.8,,,
ENGINEERING,Engineering & Construction Services,167.4,,,
EXHIBPLACE,Exhibition Place,529.5,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",812.6,,,
FIRE,Fire Services,3182.3,,,
FLEET,Fleet Services,205,,,
HERITAGE,Heritage Toronto,6,,,
INTEGRITYCOMM,Integrity Commissioner's Office,1.5,,,
IT,Information & Technology,575.5,,,
LEGAL,Legal Services,276,,,
LIBRARY,Toronto Public Library,1830.6,,,
LICENCING,Municipal Licensing & Standards,501.3,,,
LOBBYREG,Office of the Lobbyist Registrar,8.3,,,
LONGTERMHOME,Long Term Care Homes & Services,2183,,,
MAYOR,Mayor's Office,23,,,
OMBUDSMAN,Office of the Ombudsman,7,,,
PARAMEDIC,Toronto Paramedic Services,1210.5,,,
PARKING,Toronto Parking Authority,298,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,395,,,
PARKS,"Parks, Forestry & Recreation",4230.1,,,
PLANNING,City Planning,350,,,
POLICE,Toronto Police Service,7834,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",239.1,,,
PUBLICHEALTH,Toronto Public Health,1865.7,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",748.8,,,
SOCIALDEV,"Social Development, Finance & Administration",172.9,,,
SOCIALSERV,Toronto Employment & Social Services,2354,,,
SOLIDWASTE,Solid Waste Management Services,1309.1,,,
THEATRES,Theatres,176.6,,,
TRANSPORTATION,Transportation Services,1279.2,,,
TREASURER,Office of the Treasurer,765,,,
TTCCONV,Toronto Transit Commission - Conventional,10560,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,530,,,
WATER,Toronto Water,1726.4,,,
YONGEDUNDAS,Yonge-Dundas Square,5,,,
ZOO,Toronto Zoo,383.5,,,
311SERVICE,311 Toronto,146.7,,,
