_META_START_,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDNnp4LTdtSFlYTDA,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OubHdZVEpCZmdfNlE,
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2008 BUDGET COMMITTEE RECOMMENDED OPERATING BUDGET GROSS EXPENDITURE,
SOURCE_DOCUMENT_TABLE_LOCATION,,
SOURCE_DOCUMENT_TABLE_TITLE,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuQ2RfRWRQRUQ4VkU,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,
YEAR,2008,
VERSION,Summary,
ASPECT,Expenses,
NOTES_CONTENT,,
NOTES_SEVERITY,,
UNITS_NAME,Dollar,
UNITS_CODE,DOLLAR,
UNITS_MULTIPLIER,1000,
TOTAL_AMOUNT,,
INTAKE_DATETIME,,
INTAKE_OPERATOR_ID,Henrik,
COLUMNS_CATEGORIES,Program:NAME,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",
_META_END_,,
3-1-1 Customer Service Strategy,3730.7,
Affordable Housing Office,3031.5,
Homes for the Aged,206613.3,
Arena Boards of Management,6024.7,
Auditor General's Office,4147.4,
Toronto Building,41912.6,
Office of the Chief Financial Officer,14244.4,
Children's Services,360773.4,
City Manager's Offic,39651.5,
City Clerk's Office,45625.1,
Association of Community Centres,6930.7,
Non-Program Expenditures,394241.1,
Capital & Corporate Financing,597904.7,
Non-Program Revenues,3164.6,
City Council,19743.7,
Court Services,39334.6,
Community Partnership and Investment Program,43525.2,
Pubic Information & Creative Services,4771.7,
"Economic Development, Culture & Tourism",32950.9,
Emergency Medical Services,151968.6,
Exhibition Place,53997.2,
Facilities & Real Estate,131125.7,
Fire Services,356046.6,
Fleet Services,41459.8,
Heritage Toronto,693.8,
Integrity Commissioner's Office,200,
Information & Technology,57685.4,
Legal Services,36680.5,
Toronto Public Library,169988.1,
Municipal Licensing & Standards,34149.7,
Lobbyist Registrar,711.3,
Mayor's Office,2601.1,
Office of the Ombudsperson,404.3,
Toronto Parking Authority,63498.2,https://drive.google.com/open?id=0BzB3t6aSc9bDQ3BJNTZBeHhyZEU
"Parks, Forestry & Recreation",322077.9,
City Planning,35316.6,
Toronto Police Service,841730.7,
Toronto Police Services Board,2233.9,
"Policy, Planning, Finance and Administration",45685.7,
Toronto Public Health,219296.4,
Toronto & Region Conservation Authority,37363,
"Shelter, Support & Housing Administration",710106.5,
"Social Development, Finance & Administration",27207,
Social Services,1059949.5,
Solid Waste Management Services,276728.7,
Technical Services,60351.4,
Theatres,23288.7,
Transportation Services,259610.2,
Office of the Treasurer,69923.2,
Toronto Transit Commission - Conventional,1155414.1,
Toronto Transit Commission - Wheel-Trans,73862.2,
Toronto Water,677393.3,https://drive.google.com/open?id=0BzB3t6aSc9bDQ3BJNTZBeHhyZEU
Waterfront Secretariat,1412.7,
Yonge-Dundas Square,1351.5,
Toronto Zoo,41240.1,
