_META_START_,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuZzhQTWJLYnplYXc,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,
YEAR,2012,,,
VERSION,Summary,,,
ASPECT,Staffing,,,
NOTES_CONTENT,,,,
NOTES_SEVERITY,,,,
UNITS_NAME,Full Time Equivalent,,,
UNITS_CODE,FTE,,,
UNITS_MULTIPLIER,1,,,
TOTAL_AMOUNT,48859.2,,,
INTAKE_DATETIME,2016-10-28-22-39-51,,,
INTAKE_OPERATOR_ID,Henrik,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME,Permanence:CODE,Permanence:NAME",,,
COLUMNS_ATTRIBUTES,"Amount:VALUE,Notes:DESCRIPTION, Severity: CODE",,,
_META_END_,,,,
311SERVICE,311 Toronto,PERM,Permanent,154
311SERVICE,311 Toronto,TEMP,Temporary,0
AFFHOUSING,Affordable Housing Office,PERM,Permanent,15
AFFHOUSING,Affordable Housing Office,TEMP,Temporary,4
ARENAS,Arena Boards of Management,PERM,Permanent,41
ARENAS,Arena Boards of Management,TEMP,Temporary,24.5
COMMCENTRES,Association of Community Centres,PERM,Permanent,78.7
COMMCENTRES,Association of Community Centres,TEMP,Temporary,4
AUDITGEN,Auditor General's Office,PERM,Permanent,29
AUDITGEN,Auditor General's Office,TEMP,Temporary,0
CHILDSERV,Children's Services,PERM,Permanent,742
CHILDSERV,Children's Services,TEMP,Temporary,185.8
CLERK,City Clerk's Office,PERM,Permanent,394.3
CLERK,City Clerk's Office,TEMP,Temporary,3.5
COUNCIL,City Council,PERM,Permanent,44
COUNCIL,City Council,TEMP,Temporary,132
CITYMANAGER,City Manager's Office,PERM,Permanent,359
CITYMANAGER,City Manager's Office,TEMP,Temporary,9
PLANNING,City Planning,PERM,Permanent,315
PLANNING,City Planning,TEMP,Temporary,18
COURTSERV,Court Services,PERM,Permanent,284
COURTSERV,Court Services,TEMP,Temporary,0
ECONDEV,Economic Development & Culture,PERM,Permanent,222
ECONDEV,Economic Development & Culture,TEMP,Temporary,53.8
PARAMEDIC,Emergency Medical Services,PERM,Permanent,1205.5
PARAMEDIC,Emergency Medical Services,TEMP,Temporary,7.5
EXHIBPLACE,Exhibition Place,PERM,Permanent,155.5
EXHIBPLACE,Exhibition Place,TEMP,Temporary,374
FACILITIES,Facilities Management & Real Estate,PERM,Permanent,682.9
FACILITIES,Facilities Management & Real Estate,TEMP,Temporary,40.7
FIRE,Fire Services,PERM,Permanent,3175.5
FIRE,Fire Services,TEMP,Temporary,0.8
FLEET,Fleet Services,PERM,Permanent,172
FLEET,Fleet Services,TEMP,Temporary,0
HERITAGE,Heritage Toronto,PERM,Permanent,6.5
HERITAGE,Heritage Toronto,TEMP,Temporary,0
IT,Information & Technology,PERM,Permanent,504
IT,Information & Technology,TEMP,Temporary,4
LEGAL,Legal Services,PERM,Permanent,255
LEGAL,Legal Services,TEMP,Temporary,18
LONGTERMHOME,Long Term Care Homes & Services,PERM,Permanent,2153.5
LONGTERMHOME,Long Term Care Homes & Services,TEMP,Temporary,0
MAYOR,Mayor's Office,PERM,Permanent,1
MAYOR,Mayor's Office,TEMP,Temporary,17
LICENCING,Municipal Licensing and Standards,PERM,Permanent,451.6
LICENCING,Municipal Licensing and Standards,TEMP,Temporary,1
CFO,Office of the Chief Financial Officer,PERM,Permanent,101
CFO,Office of the Chief Financial Officer,TEMP,Temporary,0
INTEGRITYCOMM,Office of the Integrity Commissioner,PERM,Permanent,1
INTEGRITYCOMM,Office of the Integrity Commissioner,TEMP,Temporary,0.5
LOBBYREG,Office of the Lobbyist Registrar,PERM,Permanent,8
LOBBYREG,Office of the Lobbyist Registrar,TEMP,Temporary,0.3
OMBUDSMAN,Office of the Ombudman,PERM,Permanent,10
OMBUDSMAN,Office of the Ombudman,TEMP,Temporary,0
TREASURER,Office of the Treasurer,PERM,Permanent,681
TREASURER,Office of the Treasurer,TEMP,Temporary,49
PARKINGTAGS,Parking Tag Enforcement & Operations,PERM,Permanent,394
PARKINGTAGS,Parking Tag Enforcement & Operations,TEMP,Temporary,0
PARKS,"Parks, Forestry & Recreation",PERM,Permanent,1781
PARKS,"Parks, Forestry & Recreation",TEMP,Temporary,2419.2
POLICYADMIN,"Policy, Planning, Finance & Administration",PERM,Permanent,201.3
