_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
3-1-1 Customer Service Strategy,311SERVICE,,2
311 Customer Service Strategy,311SERVICE,,
Affordable Housing Office,AFFHOUSING,,1
Arena Boards of Management,ARENAS,,2
Association of Community Centres,COMMCENTRES,,2
Auditor General's Office,COMMCENTRES,,
Auditor General’s Office,AUDITGEN,,1
Aﬀordable Housing Oﬃce,AFFHOUSING,,1
Capital & Corporate Financing,CORPFINANCING,,2
Children's Services,CHILDSERV,,
Children’s Services,CHILDSERV,,2
City Clerk's Office,CLERK,,
City Clerk’s Office,CLERK,,1
City Clerk’s Oﬃce,CLERK,,1
City Council,COUNCIL,,1
City Manager's Office,CITYMANAGER,,
City Manager’s Office,CITYMANAGER,,1
City Manager’s Oﬃce,CITYMANAGER,,1
City Planning,PLANNING,,2
Community Partnership and Investment Program,COMMPARTNER,,1
Community Partnership and Investment Program revenue,COMMPARTNERREV,,1
Court Services,COURTSERV,,2
"Economic Development, Culture & Tourism",ECONDEV,,2
Emergency Medical Services,EMERG,,2
Exhibition Place,EXHIBPLACE,,2
Facilities & Real Estate,FACILITIES,,2
Fire Services,FIRE,,2
Fleet Services,FLEET,,2
Heritage Toronto,HERITAGE,,2
Information & Technology,IT,,2
Integrity Commissioner’s Office,INTEGRITYCOMM,,1
Legal Services,LEGAL,,2
Lobbyist Registrar,LOBBYREG,,1
Long Term Care Homes & Services,LONGTERMHOME,,2
Mayor's Office,MAYOR,,
Mayor’s Office,MAYOR,,1
Municipal Licensing & Standards,LICENCING,,2
Municipal Licensing and Standards,LICENCING,,
Non-Program Expenditures,CORPEXPENDITURES,,3
Non-Program Revenues,CORPREVENUES,,1
Office of the Chief Financial Officer,CFO,,1
Office of the Integrity Commissioner,INTEGRITYCOMM,,
Office of the Lobbyist Registrar,LOBBYREG,,
Office of the Ombudsman,OMBUDSMAN,,1
Office of the Ombudsperson,OMBUDSMAN,,
Office of the Treasurer,TREASURER,,1
Oﬃce of the Chief Financial Oﬃcer,CFO,,1
Oﬃce of the Treasurer,TREASURER,,1
Parking Tag Enforcement & Operations,PARKINGTAGS,,
"Parks, Forestry & Recreation",PARKS,,2
"Policy, Planning, Finance & Administration",POLICYADMIN,,
"Policy, Planning, Finance and Administration",POLICYADMIN,,2
"Shelter, Housing & Support Administration",SHELTERADMIN,,
"Shelter, Support & Housing Administration",SHELTERADMIN,,2
"Social Development, Finance & Administration",SOCIALDEV,,2
Solid Waste Management,SOLIDWASTE,,2
Solid Waste Management Services,SOLIDWASTE,,
Technical Services,TECH,,2
Theatres,THEATRES,,2
Toronto & Region Conservation Authority,REGIONCONSERV,,2
Toronto Atmospheric Fund,ATMOSPHERE,,
Toronto Building,BUILDINGS,,2
Toronto Employment & Social Services,SOCIALSERV,,2
Toronto Employment &Social Services,SOCIALSERV,,
Toronto Environment Office,ENV,,1
Toronto Parking Authority,PARKING,,2
Toronto Police Service,POLICE,,2
Toronto Police Service (excludes Board),POLICE,,
Toronto Police Services Board,POLICEBOARD,,1
Toronto Public Health,PUBLICHEALTH,,2
Toronto Public Library,LIBRARY,,2
Toronto Transit Commission (includes Wheel Trans),TTCCONV,,
Toronto Transit Commission – Conventional,TTCCONV,,2
Toronto Transit Commission – Wheel-Trans,TTCWHEEL,,2
Toronto Water,WATER,,2
Toronto Zoo,ZOO,,2
Transportation Services,TRANSPORTATION,,2
Waterfront Secretariat,WATERFRONT,,2
Yonge-Dundas Square,YONGEDUNDAS,,2
