_COLUMNS_,"Category:NAME,Category:CODE,Note:DESCRIPTION,Count:VALUE",,
3-1-1 Project,311SERVICE,,2
Arena Boards of Management,ARENAS,,2
Assessment Growth - 2005,ASSESSMENT,,1
Association of Community Centers,COMMCENTRES,,2
Association of Community Centres,COMMCENTRES,,
Auditor General's Office,AUDITGEN,,2
Capital & Corporate Financing,CORPFINANCING,,2
Chief Administrator's Office,CITYMANAGER,,2
Children's Services,CHILDSERV,,2
City Clerk's Office,CLERK,,2
Community Partnership and Investment Program revenue,COMMPARTNERREV,,1
Corporate Accounts Community Partnership and Investment Program,COMMPARTNER,,1
Corporate Communications,CORPCOMMS,,2
Council,COUNCIL,,2
Court Services,COURTSERV,,2
Culture,CULTURE,,2
Customer & Business Support,BIZSUPPORT,,2
Economic Development,ECONDEV,,2
Economic Recovery,ECONRECOV,,2
Emergency Management Plan,EMERGPLAN,,2
Emergency Medical Services,EMERG,,2
Exhibition Place,EXHIBPLACE,,2
Facilities & Real Estate,FACILITIES,,2
Finance,FINANCE,,2
Fire Services,FIRE,,2
Fleet Services,FLEET,,2
Heritage Toronto,HERITAGE,,2
Homes for the Aged,AGEDHOMES,,2
Human Resources,HUMANRESOURCES,,2
Information & Technology,IT,,2
Legal,LEGAL,,2
Mayor's Office,MAYOR,,2
Non Program,NONPROGRAM,,
Non-Program Expenditures,CORPEXPENDITURES,,1
Non-Program Revenues,CORPREVENUES,,1
Parking Authority,PARKING,,2
Parking Enforcement Unit,PARKINGTAGS,,
Parks & Recreation,PARKS,,2
Public Health,PUBLICHEALTH,,
Service Improvement & Innovation,INNOVATION,,2
"Shelter, Housing & Support",SHELTERADMIN,,2
Social Development & Administration,SOCIALDEV,,2
Social Services,SOCIALSERV,,2
Solid Waste Management Services,SOLIDWASTE,,2
Theatres,THEATRES,,2
Toronto & Region Conservation Authority,REGIONCONSERV,,2
Toronto Atmospheric Fund,ATMOSPHERE,,
Toronto Parking Authority,PARKING,,
Toronto Police Board,POLICEBOARD,,2
Toronto Police Service,POLICE,,2
Toronto Police Services(excludes Board),POLICE,,
Toronto Public Health,PUBLICHEALTH,,2
Toronto Public Library,LIBRARY,,2
Toronto Transit Commission - Conventional,TTCCONV,,1
Toronto Transit Commission - Wheel Trans,TTCWHEEL,,2
Toronto Transit Commission – Conventional,TTCCONV,,1
Toronto Transit Commission**,TTCCONV,,
Toronto Water,WATER,,2
Toronto Zoo,ZOO,,2
Total Non-Program Expenditures,CORPEXPENDITURES,,1
Total Non-Program Revenues,CORPREVENUES,,1
Tourism,TOURISM,,2
Transportation Services,TRANSPORTATION,,2
Urban Development Services,PLANNING,,2
WES - Support Services,SUPPORTSERV,,2
WES - Technical Services,TECH,,2
Yonge Dundas Square,YONGEDUNDAS,,
Yonge/Dundas Square,YONGEDUNDAS,,2
