_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDRlFad3VaU1RlZEk,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuRDNTajhMcnV6RTg,,,,
SOURCE_DOCUMENT_TITLE,2007 COUNCIL APPROVED OPERATING BUDGET SUMMARY BY CITY PROGRAM – Revenues,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuMGJEUWlLWVhmZ1E,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2007,,,,
VERSION,Summary,,,,
ASPECT,Revenues,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,5327155.300000001,,,,
INTAKE_DATETIME,2016-10-14-14-16-42,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,1767.8,,,
ARENAS,Arena Boards of Management,5787.7,,,
AUDITGEN,Auditor General's Office,,,,
BUILDINGS,Toronto Building,51668.7,,,
CFO,Office of the Chief Financial Officer,3578.1,,,
CHILDSERV,Children's Services,267713.7,,,
CITYMANAGER,City Manager's Office,2833.1,,,"Original amount was 2453.8, plus:
Allocation from: CREATIVEINFO,Pubic Information & Creative Services,143.1 (Guess)
Allocation from: WATERFRONT,Waterfront Secretariat,236.2 (org chart)"
CLERK,City Clerk's Office,12901.1,,,
COMMCENTRES,Association of Community Centres,161.8,,,
CORPEXPENDITURES,Non-Program Expenditures,96995.4,,,
CORPFINANCING,Capital & Corporate Financing,8463,,,
CORPREVENUES,Non-Program Revenues,944950.9,,,"Original amount was 944691.9, plus:
Allocation from: COMMPARTNERREV,Community Partnership and Investment Program revenue,259"
COUNCIL,City Council,,,,
COURTSERV,Court Services,46226.7,,,
ECONDEV,Economic Development & Culture,9079.9,,,
ENGINEERING,Engineering & Construction Services,59389.9,,,"Original amount was null, plus:
Allocation from: TECH,Technical Services,59389.9 (toronto.ca)"
EXHIBPLACE,Exhibition Place,53327.7,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",68476.8,,,
FIRE,Fire Services,8666.2,,,
FLEET,Fleet Services,35821.4,,,
HERITAGE,Heritage Toronto,236.1,,,
IT,Information & Technology,8634.7,,,
LEGAL,Legal Services,12241.7,,,
LIBRARY,Toronto Public Library,14635.6,,,
LICENCING,Municipal Licensing & Standards,22621.7,,,
LOBBYREG,Office of the Lobbyist Registrar,,,,
LONGTERMHOME,Long Term Care Homes & Services,159668.3,,,"Original amount was null, plus:
Allocation from: AGEDHOMES,Homes for the Aged,159668.3 (logical)"
MAYOR,Mayor's Office,,,,
PARAMEDIC,Toronto Paramedic Services,87607,,,"Original amount was null, plus:
Allocation from: EMERG,Emergency Medical Services,87607 (logical)"
PARKING,Toronto Parking Authority,102234.1,,,
PARKS,"Parks, Forestry & Recreation",77308,,,
PLANNING,City Planning,20466.6,,,
POLICE,Toronto Police Service,45220.1,,,
POLICEBOARD,Toronto Police Services Board,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",1339.1,,,
PUBLICHEALTH,Toronto Public Health,160109.2,,,
REGIONCONSERV,Toronto & Region Conservation Authority,33531.5,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",415918.8,,,
SOCIALDEV,"Social Development, Finance & Administration",12439.9,,,
SOCIALSERV,Toronto Employment & Social Services,777051.4,,,
SOLIDWASTE,Solid Waste Management Services,54254.9,,,
THEATRES,Theatres,26272.6,,,
TRANSPORTATION,Transportation Services,90119.6,,,"Original amount was null, plus:
Allocation from: BEAUTY,Clean and Beautiful City Secretariat,30 (Guess)"
TREASURER,Office of the Treasurer,34735.4,,,
TTCCONV,Toronto Transit Commission - Conventional,811112.3,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,3236.5,,,
WATER,Toronto Water,648221.3,,,
YONGEDUNDAS,Yonge-Dundas Square,583.2,,,
ZOO,Toronto Zoo,26918.9,,,
311SERVICE,311 Toronto,2626.9,,,
