_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuZ0R6NTc3QWkxX0U,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,,,,
SOURCE_DOCUMENT_TITLE,2009 BUDGET BRIEFING NOTE 2009 Staff Recommended Approved Positions,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 21,,,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2009 STAFF RECOMMENDED OPERATING BUDGET APPROVED OPERATING POSITIONS,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuaHJRbjhGUlpac0U,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2009,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,50015.6,,,,
INTAKE_DATETIME,2016-10-14-14-16-42,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,23,,,
ARENAS,Arena Boards of Management,65.5,,,
BUILDINGS,Toronto Building,417.5,,,
CFO,Office of the Chief Financial Officer,160.6,,,"Original amount was null, plus:
Allocation from: ENV,Toronto Environment Office,27.6 (org chart)
Allocation from: ATMOSPHERE,Toronto Atmospheric Fund,6 (Org chart environment)"
CHILDSERV,Children's Services,958.5,,,
CITYMANAGER,City Manager's Office,414,,,"Original amount was null, plus:
Allocation from: WATERFRONT,Waterfront Secretariat,6 (org chart)"
CLERK,City Clerk's Office,440.9,,,
COMMCENTRES,Association of Community Centres,120.2,,,
COUNCIL,City Council,176,,,
COURTSERV,Court Services,293,,,
ECONDEV,Economic Development & Culture,276.2,,,
ENGINEERING,Engineering & Construction Services,161.4,,,"Original amount was null, plus:
Allocation from: TECH,Technical Services,161.4 (toronto.ca)"
EXHIBPLACE,Exhibition Place,529.5,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",813,,,
FIRE,Fire Services,3145.5,,,
FLEET,Fleet Services,208,,,
HERITAGE,Heritage Toronto,6,,,
INTEGRITYCOMM,Integrity Commissioner's Office,0.5,,,
IT,Information & Technology,366,,,
LEGAL,Legal Services,276,,,
LIBRARY,Toronto Public Library,1832.6,,,
LICENCING,Municipal Licensing & Standards,497.6,,,
LOBBYREG,Office of the Lobbyist Registrar,8.3,,,
LONGTERMHOME,Long Term Care Homes & Services,2218.3,,,
MAYOR,Mayor's Office,23,,,
OMBUDSMAN,Office of the Ombudsman,7,,,
PARAMEDIC,Toronto Paramedic Services,1213,,,"Original amount was null, plus:
Allocation from: EMERG,Emergency Medical Services,1213 (logical)"
PARKING,Toronto Parking Authority,299.6,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,395,,,
PARKS,"Parks, Forestry & Recreation",4213.3,,,
PLANNING,City Planning,362.5,,,
POLICE,Toronto Police Service,7792,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",400.2,,,
PUBLICHEALTH,Toronto Public Health,1863.3,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",743.9,,,
SOCIALDEV,"Social Development, Finance & Administration",202.8,,,
SOCIALSERV,Toronto Employment & Social Services,2148,,,
SOLIDWASTE,Solid Waste Management Services,1354.8,,,
THEATRES,Theatres,148.6,,,
TRANSPORTATION,Transportation Services,1350.2,,,
TREASURER,Office of the Treasurer,787,,,
TTCCONV,Toronto Transit Commission - Conventional,11049,,,
WATER,Toronto Water,1723.5,,,
YONGEDUNDAS,Yonge-Dundas Square,5,,,
ZOO,Toronto Zoo,373.8,,,
311SERVICE,311 Toronto,152,,,
