_META_START_,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1,
SOURCE_DOCUMENT_TABLE_TITLE,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuclBJOWNIUVRLT28,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,
YEAR,2012,
VERSION,Summary,
ASPECT,Staffing,
NOTES_CONTENT,,
NOTES_SEVERITY,,
UNITS_NAME,Full Time Equivalent,
UNITS_CODE,FTE,
UNITS_MULTIPLIER,1,
TOTAL_AMOUNT,48859.2,
INTAKE_DATETIME,2016-10-29-22-25-49,
INTAKE_OPERATOR_ID,Henrik,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",
_META_END_,,
AFFHOUSING,Affordable Housing Office,19
CHILDSERV,Children's Services,927.8
COURTSERV,Court Services,284
ECONDEV,Economic Development & Culture,275.8
EMERG,Emergency Medical Services,1213
LONGTERMHOME,Long Term Care Homes & Services,2153.5
PARKS,"Parks, Forestry & Recreation",4200.2
SHELTERADMIN,"Shelter, Housing & Support Administration",739.4
SOCIALDEV,"Social Development, Finance & Administration",129.7
SOCIALSERV,Toronto Employment & Social Services,2190.5
311SERVICE,311 Toronto,154
PLANNING,City Planning,333
FIRE,Fire Services,3176.3
LICENCING,Municipal Licensing and Standards,452.6
POLICYADMIN,"Policy, Planning, Finance & Administration",208.1
TECH,Technical Services,162.7
BUILDINGS,Toronto Building,418
ENV,Toronto Environment Office,23.6
TRANSPORTATION,Transportation Services,1043.7
WATERFRONT,Waterfront Secretariat,7
CFO,Office of the Chief Financial Officer,101
TREASURER,Office of the Treasurer,730
FACILITIES,Facilities Management & Real Estate,723.6
FLEET,Fleet Services,172
IT,Information & Technology,508
CITYMANAGER,City Manager's Office,368
CLERK,City Clerk's Office,397.8
LEGAL,Legal Services,273
MAYOR,Mayor's Office,18
COUNCIL,City Council,176
AUDITGEN,Auditor General's Office,29
LOBBYREG,Office of the Lobbyist Registrar,8.3
INTEGRITYCOMM,Office of the Integrity Commissioner,1.5
OMBUDSMAN,Office of the Ombudman,10
PUBLICHEALTH,Toronto Public Health,1835.7
LIBRARY,Toronto Public Library,1717.9
COMMCENTRES,Association of Community Centres,82.7
EXHIBPLACE,Exhibition Place,529.5
HERITAGE,Heritage Toronto,6.5
THEATRES,Theatres,181.1
ZOO,Toronto Zoo,388
ARENAS,Arena Boards of Management,65.5
YONGEDUNDAS,Yonge-Dundas Square,5
PARKINGTAGS,Parking Tag Enforcement & Operations,394
ATMOSPHERE,Toronto Atmospheric Fund,7
TTCCONV,Toronto Transit Commission,10561
TTCWHEEL,Wheel Trans,529
POLICE,Toronto Police Service,7869
POLICEBOARD,Toronto Police Service Board,8
SOLIDWASTE,Solid Waste Management Services,1093.2
WATER,Toronto Water,1659.3
PARKING,Toronto Parking Authority,298.7
