_COLUMNS_,"Category:CODE,Category:NAME,AlternateNames:LIST,Notes:LIST",,
AGEDHOMES,Homes for the Aged,,
ARENAS,Arena Boards of Management,,
ASSESSMENT,Assessment Growth/Shift,,
AUDITGEN,Auditor General,,
BIZSUPPORT,Customer & Business Support,,
CHARITYREBATE,C&I Tax Increase re Registered Charities Rebate,,
CHILDSERV,Children's Services,,
CITYMANAGER,Chief Administrator's Office (CAO),,
CLERK,City Clerk's,,
COMMCENTRES,Association of Community Centers,,
CORPCOMMS,Corporate Communications,,
CORPEXPENDITURES,Non-Program Expenditures,,
CORPFINANCING,Capital & Corporate Financing,,
CORPREVENUES,Non-Program Revenues,,
COUNCIL,Council,,
COURTSERV,Court Services,,
CULTURE,Culture,,
ECONDEV,Economic Development,,
EMERG,Emergency Medical Services,,
EMERGPLAN,Emergency Management Plan,,
EXHIBPLACE,Exhibition Place,,
FACILITIES,Facilities & Real Estate,,
FINANCE,Finance,,
FIRE,Fire Services,,
FLEET,Fleet Services,,
GRANTPROGRAM,Consolidated Grant Program,,
HUMANRESOURCES,Human Resources,,
INNOVATION,Service Improvement & Innovation,,
IT,Information & Technology,,
KVC,Keele Valley Closure (KVC),,
LEGAL,Legal,,
LIBRARY,Toronto Public Library,,
MAYOR,Mayor's Office,,
PARKING,Parking Authority,,
PARKS,Parks & Recreation,,
PLANNING,Urban Development Services,,
PUBLICHEALTH,Toronto Public Health,,
REGIONCONSERV,Toronto & Region Conservation Authority,,
SHELTERADMIN,"Shelter, Housing & Support",,
SOCIALDEV,Social Development & Administration,,
SOCIALSERV,Social Services,,
SOLIDWASTE,Solid Waste Management Services,,
SUPPORTSERV,WES - Support Services,,
TECH,WES - Technical Services,,
THEATRES,Theatres,,
TOTALPOLICE,Toronto Police Service & Board,,
TOTALTTC,Toronto Transit Commission (Incl. Wheel Trans),,
TOURISM,Tourism,,
TRANSPORTATION,Transportation Services,,
WATER,Water & Waste Water,,
WORLDYOUTH,World Youth Day,,
YONGEDUNDAS,Yonge/Dundas Square,,
ZOO,Toronto Zoo,,
