_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=1AJ3kl4GghwwokQ8AbFlNT6q7ZG4EPIfv,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1vI0cN2OCkZZ7V6x0FxXhiKYWTdOJyr7T,,,,
SOURCE_DOCUMENT_TITLE,2009 Consolidated Financial Statements,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,Note: deferred liabilities; Note: Accumulated Surplus,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=1vU_haMD4dhfg-RHl0u1weB5TqFSOerE5,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2009,,,,
VERSION,Actual,,,,
ASPECT,"Liabilities, Surplus",,,,
NOTES_CONTENT,Dollar,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,2644158,,,,
INTAKE_DATETIME,2018-01-29-23-45-23,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Reserve:CODE,Reserve:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
BUILDINGCODE,Building Code Act Service Improvement,10675,,,
COMMINITIATIVES,Community Initiatives,103848,,,
COMMSERVICES,Community Services,61693,,,
CORPFUND,Corporate – Fund,510333,,,
CORPRESERVE,Corporate – Reserve,344869,,,
DEVCHARGES,Development Charges,248943,,,
DONATIONS,Donations,1800,,,
GASTAX,Provincial Gas Tax,711,,,
PARKING,Parking Authority,1687,,,
RECLAND,Recreational Land (Planning Act),179419,,,
SOGR,State of Good Repair,137424,,,
SOGROBLIG,State of Good Repair – Obligatory,26854,,,
STABILIZATION,Stabilization,68953,,,
SUBDIVIDERS,Subdividers’ Deposits,13676,,,
THIRDPARTY,Third Party Agreements,21556,,,
TRANSITFUNDS,Public Transit Funds,550981,,,
WATER,Water and Wastewater,74364,,,
WATEROBLIG,Water and Wastewater – Obligatory,67351,,,
BENEFITS,Employee Benefits,219021,,,
