_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OueVpxSzVXb2pCbFE,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,,,,
SOURCE_DOCUMENT_TITLE,2006 BUDGET BRIEFING NOTE - Summary of 2006 Proposed Approved Positions (Levy Operations),,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 9,,,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2006 PROPOSED OPERATING BUDGET CORPORATE SUMMARY OF APPROVED POSITIONS (OPERATING) PERMANENT VS TEMPORARY,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OubkpOcW9KTnZER2M,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2006,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,45677.8,,,,
INTAKE_DATETIME,2016-09-16-16-13-06,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,24,,,
ARENAS,Arena Boards of Management,63.5,,,
AUDITGEN,Auditor General's Office,30,,,
BUILDINGS,Toronto Building,408.5,,,
CFO,Office of the Chief Financial Officer,169,,,"Original amount was 165, plus:
Allocation from: ATMOSPHERE,Toronto Atmospheric Fund,4 (Org chart environment)"
CHILDSERV,Children's Services,967.7,,,
CITYMANAGER,City Manager's Office,457,,,"Original amount was null, plus:
Allocation from: WATERFRONT,Waterfront Secretariat,6 (org chart)
Allocation from: CORPCOMMS,Corporate Communications,83 (Guess)
Allocation from: HUMANRESOURCES,Human Resources,305 (org chart)"
CLERK,City Clerk's Office,360.5,,,
COMMCENTRES,Association of Community Centres,90.1,,,
COUNCIL,City Council,183,,,
COURTSERV,Court Services,221,,,
ECONDEV,Economic Development & Culture,347.3,,,"Original amount was null, plus:
Allocation from: CULTURE,Culture,144 (Guess, by name ‘Culture’)
Allocation from: TOURISM,Tourism,41.3 (guess)
Allocation from: BIZSUPPORT,Business Support,82 (Guess)"
EXHIBPLACE,Exhibition Place,447,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",708.3,,,
FIRE,Fire Services,3186.7,,,
FLEET,Fleet Services,198,,,
HERITAGE,Heritage Toronto,5,,,
IT,Information & Technology,337,,,
LEGAL,Legal Services,241,,,
LIBRARY,Toronto Public Library,1813.2,,,
LICENCING,Municipal Licensing & Standards,320,,,
LONGTERMHOME,Long Term Care Homes & Services,2126.9,,,"Original amount was null, plus:
Allocation from: AGEDHOMES,Homes for the Aged,2126.9 (logical)"
MAYOR,Mayor's Office,19,,,
PARAMEDIC,Toronto Paramedic Services,1197.3,,,"Original amount was null, plus:
Allocation from: EMERG,Emergency Medical Services,1197.3 (logical)"
PARKINGTAGS,Parking Tag Enforcement & Operations,395,,,
PARKS,"Parks, Forestry & Recreation",3884.1,,,
PLANNING,City Planning,327,,,
PUBLICHEALTH,Toronto Public Health,9408.7,,,
REGIONCONSERV,Toronto & Region Conservation Authority,394.7,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",1073.5,,,"Original amount was 689, plus:
Allocation from: SUPPORTSERV,WES - Technical Services,384.5 (budget jumped after WES support services discontinued)"
SOCIALDEV,"Social Development, Finance & Administration",294.3,,,
SOCIALSERV,Toronto Employment & Social Services,1940,,,
SOLIDWASTE,Solid Waste Management Services,1421.1,,,
THEATRES,Theatres,200,,,
TRANSPORTATION,Transportation Services,1382.4,,,"Original amount was null, plus:
Allocation from: BEAUTY,Clean & Beautiful Secretariat,2 (Guess)"
TREASURER,Office of the Treasurer,729,,,
TTCCONV,Toronto Transit Commission - Conventional,9949,,,
YONGEDUNDAS,Yonge-Dundas Square,4,,,
ZOO,Toronto Zoo,354,,,
311SERVICE,311 Toronto,,,,
