_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuTzhtMjZDLWU2ZkE,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,,,,
SOURCE_DOCUMENT_TITLE,2007 BUDGET BRIEFING NOTE Summary of 2007 Council Approved Positions,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 11,,,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2007 COUNCIL APPROVED OPERATING BUDGET CORPORATE SUMMARY OF APPROVED POSITIONS (OPERATING) PERMANENT VS TEMPORARY,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuSTdqV0ZSemo1V3c,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2007,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,48333,,,,
INTAKE_DATETIME,2016-09-16-16-13-07,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,24,,,
ARENAS,Arena Boards of Management,63.5,,,
AUDITGEN,Auditor General's Office,29,,,
BUILDINGS,Toronto Building,407.5,,,
CFO,Office of the Chief Financial Officer,124,,,"Original amount was 120, plus:
Allocation from: ATMOSPHERE,Toronto Atmospheric Fund,4 (Org chart environment)"
CHILDSERV,Children's Services,956.7,,,
CITYMANAGER,City Manager's Office,463,,,"Original amount was null, plus:
Allocation from: WATERFRONT,Waterfront Secretariat,7 (org chart)
Allocation from: CREATIVEINFO,Public Information & Creative Services,60 (Guess)"
CLERK,City Clerk's Office,367.5,,,
COMMCENTRES,Association of Community Centres,91.2,,,
COUNCIL,City Council,182,,,
COURTSERV,Court Services,224,,,
ECONDEV,Economic Development & Culture,265.8,,,
ENGINEERING,Engineering & Construction Services,196.7,,,"Original amount was null, plus:
Allocation from: TECH,WES - Technical Services,196.7 (toronto.ca)"
EXHIBPLACE,Exhibition Place,512.5,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",698.6,,,
FIRE,Fire Services,3186,,,
FLEET,Fleet Services,202,,,
HERITAGE,Heritage Toronto,6,,,
IT,Information & Technology,341,,,
LEGAL,Legal Services,255,,,
LIBRARY,Toronto Public Library,1814.2,,,
LICENCING,Municipal Licensing & Standards,380,,,
LOBBYREG,Office of the Lobbyist Registrar,2,,,
LONGTERMHOME,Long Term Care Homes & Services,2121.5,,,"Original amount was null, plus:
Allocation from: AGEDHOMES,Homes for the Aged,2121.5 (logical)"
MAYOR,Mayor's Office,23,,,
PARAMEDIC,Toronto Paramedic Services,1211.3,,,"Original amount was null, plus:
Allocation from: EMERG,Emergency Medical Services,1211.3 (logical)"
PARKING,Toronto Parking Authority,297.8,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,395,,,
PARKS,"Parks, Forestry & Recreation",4095.8,,,
PLANNING,City Planning,328,,,
POLICE,Toronto Police Service,7705,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",110.9,,,
PUBLICHEALTH,Toronto Public Health,1933.5,,,
REGIONCONSERV,Toronto & Region Conservation Authority,410.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",686,,,
SOCIALDEV,"Social Development, Finance & Administration",223.8,,,
SOCIALSERV,Toronto Employment & Social Services,1950,,,
SOLIDWASTE,Solid Waste Management Services,1339.6,,,
THEATRES,Theatres,177.2,,,
TRANSPORTATION,Transportation Services,1367.7,,,"Original amount was null, plus:
Allocation from: BEAUTY,Clean & Beautiful Secretariat,2 (Guess)"
TREASURER,Office of the Treasurer,738,,,
TTCCONV,Toronto Transit Commission - Conventional,10284,,,
WATER,Toronto Water,1779.9,,,
YONGEDUNDAS,Yonge-Dundas Square,4,,,
ZOO,Toronto Zoo,354,,,
311SERVICE,311 Toronto,4,,,
