_META_START_,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuZlFzMkdkamJGcjA,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,
SOURCE_DOCUMENT_TITLE,"Operating Variance Report for the Year Ended December 31, 2013",
SOURCE_DOCUMENT_TABLE_LOCATION,p. 22,
SOURCE_DOCUMENT_TABLE_TITLE,"Appendix D: CITY OF TORONTOCONSOLIDATED APPROVED COMPLEMENTFOR THE YEAR ENDED DECEMBER 31, 2013",
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OudThYU0VhUVhqT00,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,
YEAR,2013,
VERSION,Summary,
ASPECT,Staffing,
NOTES_CONTENT,,
NOTES_SEVERITY,,
UNITS_NAME,Full Time Equivalent,
UNITS_CODE,FTE,
UNITS_MULTIPLIER,1,
TOTAL_AMOUNT,49145.90000000001,
INTAKE_DATETIME,2016-09-16-16-13-50,
INTAKE_OPERATOR_ID,Henrik,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",
_META_END_,,
AFFHOUSING,Affordable Housing Office,19
CHILDSERV,Children's Services,922.4
COURTSERV,Court Services,282
ECONDEV,Economic Development & Culture,264.8
PARAMEDIC,Toronto Paramedic Services,1264
LONGTERMHOME,Long Term Care Homes & Services,2151.3
PARKS,"Parks, Forestry & Recreation",4192
SHELTERADMIN,"Shelter, Support & Housing Administration",723.4
SOCIALDEV,"Social Development, Finance & Administration",127.5
SOCIALSERV,Toronto Employment & Social Services,2186
PLANNING,City Planning,339
FIRE,Fire Services,3170.8
LICENCING,Municipal Licensing & Standards,452.6
POLICYADMIN,"Policy, Planning, Finance & Administration",199.1
ENGINEERING,Engineering & Construction Services,139.8
BUILDINGS,Toronto Building,425
TRANSPORTATION,Transportation Services,1032.4
CFO,Office of the Chief Financial Officer,96
TREASURER,Office of the Treasurer,682
FACILITIES,"Facilities, Real Estate, Environment & Energy",770.2
FLEET,Fleet Services,174
IT,Information & Technology,587
311SERVICE,311 Toronto,154
CITYMANAGER,City Manager's Office,406.5
CLERK,City Clerk's Office,402.8
LEGAL,Legal Services,294
MAYOR,Mayor's Office,9
COUNCIL,City Council,176
AUDITGEN,Auditor General's Office,29
INTEGRITYCOMM,Integrity Commissioner's Office,2
LOBBYREG,Office of the Lobbyist Registrar,8.3
OMBUDSMAN,Office of the Ombudsman,11
PUBLICHEALTH,Toronto Public Health,1837.7
LIBRARY,Toronto Public Library,1713.4
COMMCENTRES,Association of Community Centres,77.4
EXHIBPLACE,Exhibition Place,392.5
HERITAGE,Heritage Toronto,6
THEATRES,Theatres,165.2
ZOO,Toronto Zoo,419.4
ARENAS,Arena Boards of Management,68.2
YONGEDUNDAS,Yonge-Dundas Square,6.5
REGIONCONSERV,Toronto & Region Conservation Authority,0
TTCCONV,Toronto Transit Commission - Conventional,11413
POLICE,Toronto Police Service,7868
POLICEBOARD,Toronto Police Services Board,8
PARKINGTAGS,Parking Tag Enforcement & Operations,394
SOLIDWASTE,Solid Waste Management Services,1091.7
PARKING,Toronto Parking Authority,295.7
WATER,Toronto Water,1696.3
