_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDR2ZHRFE2Z3RBMXM,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OubHdZVEpCZmdfNlE,,,,
SOURCE_DOCUMENT_TITLE,2012 COUNCIL APPROVED OPERATING BUDGET GROSS EXPENDITURE,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuNUwwNmJUQVlZY28,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2012,,,,
VERSION,Summary,,,,
ASPECT,Expenses,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,10701479,,,,
INTAKE_DATETIME,2016-09-16-15-42-52,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,2580.7,,,
ARENAS,Arena Boards of Management,6730.7,,,
AUDITGEN,Auditor General's Office,4271.3,,,
BUILDINGS,Toronto Building,46719.5,,,
CFO,Office of the Chief Financial Officer,22697.5,,,"Original amount was 16765, plus:
Allocation from: ENV,Toronto Environment Office,5932.5 (org chart)"
CHILDSERV,Children's Services,392491.5,,,
CITYMANAGER,City Manager's Office,43507.2,,,
CLERK,City Clerk's Office,47576.8,,,
COMMCENTRES,Association of Community Centres,6951.3,,,
CORPEXPENDITURES,Non-Program Expenditures,771375.5,,,"Original amount was 724178.4, plus:
Allocation from: COMMPARTNER,Community Partnership and Investment Program,47197.1 (should be divided between expenditures and revenues)"
CORPFINANCING,Capital & Corporate Financing,639178.3,,,
CORPREVENUES,Non-Program Revenues,9102.1,,,
COUNCIL,City Council,19145.3,,,
COURTSERV,Court Services,52262.3,,,
ECONDEV,Economic Development & Culture,33436,,,
ENGINEERING,Engineering & Construction Services,70010.9,,,"Original amount was null, plus:
Allocation from: TECH,Technical Services,70010.9 (toronto.ca)"
EXHIBPLACE,Exhibition Place,64765,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",175749.8,,,
FIRE,Fire Services,369756.2,,,
FLEET,Fleet Services,47468.2,,,
HERITAGE,Heritage Toronto,880.8,,,
INTEGRITYCOMM,Integrity Commissioner's Office,211,,,
IT,Information & Technology,97097.2,,,
LEGAL,Legal Services,41671,,,
LIBRARY,Toronto Public Library,179408.6,,,
LICENCING,Municipal Licensing & Standards,47333.6,,,
LOBBYREG,Office of the Lobbyist Registrar,1061.4,,,
LONGTERMHOME,Long Term Care Homes & Services,224765.3,,,
MAYOR,Mayor's Office,1908.3,,,
OMBUDSMAN,Office of the Ombudsman,1421.1,,,
PARAMEDIC,Toronto Paramedic Services,169535.5,,,"Original amount was null, plus:
Allocation from: EMERG,Emergency Medical Services,169535.5 (logical)"
PARKING,Toronto Parking Authority,72326.9,,,
PARKS,"Parks, Forestry & Recreation",382635.6,,,
PLANNING,City Planning,38418.2,,,
POLICE,Toronto Police Service,1010150.4,,,
POLICEBOARD,Toronto Police Services Board,2708.7,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",22104,,,
PUBLICHEALTH,Toronto Public Health,232444.8,,,
REGIONCONSERV,Toronto & Region Conservation Authority,37564.1,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",788732.5,,,
SOCIALDEV,"Social Development, Finance & Administration",22578.2,,,
SOCIALSERV,Toronto Employment & Social Services,1225120.7,,,
SOLIDWASTE,Solid Waste Management Services,345865.1,,,
THEATRES,Theatres,27900.1,,,
TRANSPORTATION,Transportation Services,327155.1,,,
TREASURER,Office of the Treasurer,73343.3,,,
TTCCONV,Toronto Transit Commission - Conventional,1441947.5,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,100206.7,,,
WATER,Toronto Water,893332.9,,,
YONGEDUNDAS,Yonge-Dundas Square,1965.3,,,
ZOO,Toronto Zoo,45660.9,,,
311SERVICE,311 Toronto,18248.1,,,
