_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDdzZlZk5yVmJWM3c,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OubHdZVEpCZmdfNlE,,,,
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2011 COUNCIL APPROVED OPERATING BUDGET GROSS EXPENDITURE,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuUnBkT01ESUp1bHM,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2011,,,,
VERSION,Summary,,,,
ASPECT,Expenses,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,10617315.2,,,,
INTAKE_DATETIME,2016-09-16-15-42-52,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,2874.3,,,
ARENAS,Arena Boards of Management,6536.8,,,
AUDITGEN,Auditor General's Office,4193.9,,,
BUILDINGS,Toronto Building,46710.3,,,
CFO,Office of the Chief Financial Officer,26837.4,,,"Original amount was 15321.9, plus:
Allocation from: ENV,Toronto Environment Office,11515.5 (org chart)"
CHILDSERV,Children's Services,387538.4,,,
CITYMANAGER,City Manager's Office,43982,,,"Original amount was 42472.8, plus:
Allocation from: WATERFRONT,Waterfront Secretariat,1509.2 (org chart)"
CLERK,City Clerk's Office,49474.6,,,
COMMCENTRES,Association of Community Centres,7427.4,,,
CORPEXPENDITURES,Non-Program Expenditures,726844.2999999999,,,"Original amount was 679567.1, plus:
Allocation from: COMMPARTNER,Community Partnership and Investment Program,47277.2 (should be divided between expenditures and revenues)"
CORPFINANCING,Capital & Corporate Financing,647230.7,,,
CORPREVENUES,Non-Program Revenues,11377.1,,,
COUNCIL,City Council,18883.8,,,
COURTSERV,Court Services,54267.4,,,
ECONDEV,Economic Development & Culture,35335.8,,,
ENGINEERING,Engineering & Construction Services,67560.3,,,"Original amount was null, plus:
Allocation from: TECH,Technical Services,67560.3 (toronto.ca)"
EXHIBPLACE,Exhibition Place,64249.7,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",169702.5,,,
FIRE,Fire Services,371466.3,,,
FLEET,Fleet Services,48010.3,,,
HERITAGE,Heritage Toronto,845.3,,,
INTEGRITYCOMM,Integrity Commissioner's Office,202.3,,,
IT,Information & Technology,91070.3,,,
LEGAL,Legal Services,41111.2,,,
LIBRARY,Toronto Public Library,183874.4,,,
LICENCING,Municipal Licensing & Standards,49627.3,,,
LOBBYREG,Office of the Lobbyist Registrar,1023.3,,,
LONGTERMHOME,Long Term Care Homes & Services,223829.8,,,
MAYOR,Mayor's Office,1996,,,
OMBUDSMAN,Office of the Ombudsman,1391.2,,,
PARAMEDIC,Toronto Paramedic Services,170774.4,,,"Original amount was null, plus:
Allocation from: EMERG,Emergency Medical Services,170774.4 (logical)"
PARKING,Toronto Parking Authority,70894.6,,,
PARKS,"Parks, Forestry & Recreation",376159.3,,,
PLANNING,City Planning,36517.1,,,
POLICE,Toronto Police Service,974252.9,,,
POLICEBOARD,Toronto Police Services Board,2958.4,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",24238.7,,,
PUBLICHEALTH,Toronto Public Health,233667.7,,,
REGIONCONSERV,Toronto & Region Conservation Authority,36170,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",916803.8,,,
SOCIALDEV,"Social Development, Finance & Administration",25349.7,,,
SOCIALSERV,Toronto Employment & Social Services,1207484.3,,,
SOLIDWASTE,Solid Waste Management Services,342631.5,,,
THEATRES,Theatres,26945.8,,,
TRANSPORTATION,Transportation Services,291073.5,,,
TREASURER,Office of the Treasurer,74696.1,,,
TTCCONV,Toronto Transit Commission - Conventional,1436439.6,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,96622.4,,,
WATER,Toronto Water,820919.8,,,
YONGEDUNDAS,Yonge-Dundas Square,1887.2,,,
ZOO,Toronto Zoo,46216,,,
311SERVICE,311 Toronto,19138,,,
