_META_START_,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDSkJwMHMwY19sNUU,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OubHdZVEpCZmdfNlE,,
SOURCE_DOCUMENT_TITLE,Adjusted 2004 Council Approved Operating Budget – Gross Expenditures,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuOEM1bjNBb1RFc2M,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,
YEAR,2004,,
VERSION,Summary,,
ASPECT,Expenses,,
NOTES_CONTENT,,,
NOTES_SEVERITY,,,
UNITS_NAME,Dollar,,
UNITS_CODE,DOLLAR,,
UNITS_MULTIPLIER,1000,,
TOTAL_AMOUNT,7253501.500000001,,
INTAKE_DATETIME,2016-10-29-22-25-48,,
INTAKE_OPERATOR_ID,Henrik,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",,
_META_END_,,,
AGEDHOMES,Homes for the Aged,169545.9,
ARENAS,Arena Boards of Management,5386.1,
AUDITGEN,Auditor General's Office,3302.5,
BIZSUPPORT,Customer & Business Support,19779.4,
CHILDSERV,Children's Services,290200,
CITYMANAGER,Chief Administrator's Office,5804.5,
CLERK,City Clerk's Office,41427,
COMMCENTRES,Association of Community Centers,5425.1,
CORPCOMMS,Corporate Communications,6507.6,
CORPEXPENDITURES,Non-Program Expenditures,219613.3,
CORPFINANCING,Capital & Corporate Financing,394663.9,
COUNCIL,Council,18020.1,
COURTSERV,Court Services,27758.5,
COMMPARTNER,Community Partnership & Investment Program,42105.2,
CULTURE,Culture,12890.6,
ECONDEV,Economic Development,8926.4,
ECONRECOV,Economic Recovery,200,
EMERG,Emergency Medical Services,124140.4,
EMERGPLAN,Emergency Management Plan,1770.3,
EXHIBPLACE,Exhibition Place,42406.8,
FACILITIES,Facilities & Real Estate,88806.9,
FINANCE,Finance,70199.2,
FIRE,Fire Services,303406.7,
FLEET,Fleet Services,31489,
HERITAGE,Heritage Toronto,464,
HUMANRESOURCES,Human Resources,27416.9,
INNOVATION,Service Improvement & Innovation,3579.1,
IT,Information & Technology,45701.5,
LEGAL,Legal,26327.9,
LIBRARY,Toronto Public Library,144025.7,
MAYOR,Mayor's Office,1753.5,
PARKING,Parking Authority,52322.9,"Parking Authority (TPA): Net revenue has been distributed according to City's Revenue Sharing Agreement: 25% retained by TPA, 75% to the City (with $4.679 m to Transportation and the balance to Non-program)."
PARKS,Parks & Recreation,239953.1,
PLANNING,Urban Development Services,94062.2,
POLICE,Toronto Police Service,707573.2,
POLICEBOARD,Toronto Police Board,1383,
PUBLICHEALTH,Toronto Public Health,182671.7,
REGIONCONSERV,Toronto & Region Conservation Authority,26650.7,
SHELTERADMIN,"Shelter, Housing & Support",634873.7,
SOCIALDEV,Social Development & Administration,18440.5,
SOCIALSERV,Social Services,940732.9,
SOLIDWASTE,Solid Waste Management Services,217924.8,
SUPPORTSERV,WES - Support Services,35469.8,
TECH,WES - Technical Services,51514.9,
THEATRES,Theatres,20005.8,
TOURISM,Tourism,11241.2,
TRANSPORTATION,Transportation Services,257995.2,
TTCCONV,Toronto Transit Commission - Conventional,933826.7,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,53221.1,
WATER,Water & Waste Water,555185.5,
YONGEDUNDAS,Yonge/Dundas Square,910.4,
ZOO,Toronto Zoo,34498.2,
