_META_START_,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuSmJqenVPMGVaUWM,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,,
SOURCE_DOCUMENT_TITLE,2005 BUDGET BRIEFING NOTE - Summary of 2005 Staff Recommended Approved Positions,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 7-8,,
SOURCE_DOCUMENT_TABLE_TITLE,CITY OF TORONTO 2005 STAFF RECOMMENDED OPERATING BUDGET CORPORATE SUMMARY OF APPROVED POSITIONS PERMANENT VS TEMPORARY,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuUGRxbjh0M3R3akU,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,
YEAR,2004,,
VERSION,Summary,,
ASPECT,Staffing,,
NOTES_CONTENT,,,
NOTES_SEVERITY,,,
UNITS_NAME,Full Time Equivalent,,
UNITS_CODE,FTE,,
UNITS_MULTIPLIER,1,,
TOTAL_AMOUNT,47829.1,,
INTAKE_DATETIME,2016-10-29-22-25-48,,
INTAKE_OPERATOR_ID,Henrik,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",,
_META_END_,,,
CHILDSERV,Children's Services,919.8,
AGEDHOMES,Homes for the Aged,2065.8,
SHELTERADMIN,"Shelter, Housing & Support",659.6,
SOCIALDEV,Social Development & Administration,159.9,
SOCIALSERV,Social Services,1953,
EMERG,Emergency Medical Services,1152,
EMERGPLAN,Emergency Management Plan,0,
SOLIDWASTE,Solid Waste Management Services,1301.9,
WATER,Toronto Water,1700,extrapolated (and rounded down) from 2006
FIRE,Fire Services,3142,
TRANSPORTATION,Transportation Services,1184,
SUPPORTSERV,WES - Support Services,477.9,
TECH,WES - Technical Services,563,
CULTURE,Culture,154.7,
BIZSUPPORT,Customer & Business Support,247.7,
ECONDEV,Economic Development,84,
PARKS,Parks & Recreation,3682.2,
TOURISM,Tourism,40.3,
PLANNING,Urban Development Services,1098.5,
CLERK,City Clerk's Office,382,
COURTSERV,Court Services,221,
INNOVATION,Service Improvement & Innovation,86,
CORPCOMMS,Corporate Communications,84,
FACILITIES,Facilities & Real Estate,749,
FLEET,Fleet Services,200,
HUMANRESOURCES,Human Resources,305,
IT,Information & Technology,331,
LEGAL,Legal,238,
FINANCE,Finance,815,
AUDITGEN,Auditor General's Office,26,
CITYMANAGER,Chief Administrator's Office,60,
COUNCIL,Council,177,
MAYOR,Mayor's Office,18,
PUBLICHEALTH,Public Health,1819,
LIBRARY,Toronto Public Library,1817.7,
EXHIBPLACE,Exhibition Place,426,
HERITAGE,Heritage Toronto,5,
THEATRES,Theatres,186.7,
ZOO,Toronto Zoo,348.3,
ARENAS,Arena Boards of Management,63.5,
REGIONCONSERV,Toronto & Region Conservation Authority,356.6,
COMMCENTRES,Association of Community Centres,85.6,
YONGEDUNDAS,Yonge Dundas Square,3,
PARKING,Toronto Parking Authority,313.4,
PARKINGTAGS,Parking Enforcement Unit,395,
ATMOSPHERE,Toronto Atmospheric Fund,4,
TTCCONV,Toronto Transit Commission**,10430,
POLICE,Toronto Police Services(excludes Board),7296,
NONPROGRAM,Non Program,1,
