_META_START_,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1,
SOURCE_DOCUMENT_TABLE_TITLE,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8Oub0RpcloxWmtCNU0,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,
YEAR,2011,
VERSION,Summary,
ASPECT,Staffing,
NOTES_CONTENT,"Taken from 2012 council approved budget, prior year column",
NOTES_SEVERITY,,
UNITS_NAME,Full Time Equivalent,
UNITS_CODE,FTE,
UNITS_MULTIPLIER,1,
TOTAL_AMOUNT,50351.799999999996,
INTAKE_DATETIME,2016-10-29-22-25-49,
INTAKE_OPERATOR_ID,Henrik,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",
_META_END_,,
AFFHOUSING,Affordable Housing Office,22
CHILDSERV,Children's Services,948.5
COURTSERV,Court Services,290
ECONDEV,Economic Development & Culture,284.8
EMERG,Emergency Medical Services,1218
LONGTERMHOME,Long Term Care Homes & Services,2188.4
PARKS,"Parks, Forestry & Recreation",4280.6
SHELTERADMIN,"Shelter, Housing & Support Administration",752.7
SOCIALDEV,"Social Development, Finance & Administration",145.3
SOCIALSERV,Toronto Employment & Social Services,2289
311SERVICE,311 Toronto,159
PLANNING,City Planning,342
FIRE,Fire Services,3185.3
LICENCING,Municipal Licensing and Standards,487.6
POLICYADMIN,"Policy, Planning, Finance & Administration",229.1
TECH,Technical Services,162.7
BUILDINGS,Toronto Building,426
ENV,Toronto Environment Office,26.6
TRANSPORTATION,Transportation Services,1265
WATERFRONT,Waterfront Secretariat,7
CFO,Office of the Chief Financial Officer,108
TREASURER,Office of the Treasurer,753
FACILITIES,Facilities Management & Real Estate,843.8
FLEET,Fleet Services,192
IT,Information & Technology,527
CITYMANAGER,City Manager's Office,381
CLERK,City Clerk's Office,425.5
LEGAL,Legal Services,277
MAYOR,Mayor's Office,17
COUNCIL,City Council,176
AUDITGEN,Auditor General's Office,29
LOBBYREG,Office of the Lobbyist Registrar,8.3
INTEGRITYCOMM,Office of the Integrity Commissioner,1.5
OMBUDSMAN,Office of the Ombudman,10
PUBLICHEALTH,Toronto Public Health,1902.3
LIBRARY,Toronto Public Library,1824.9
COMMCENTRES,Association of Community Centres,91.2
EXHIBPLACE,Exhibition Place,529.5
HERITAGE,Heritage Toronto,6
THEATRES,Theatres,211
ZOO,Toronto Zoo,389
ARENAS,Arena Boards of Management,65.5
YONGEDUNDAS,Yonge-Dundas Square,5
PARKINGTAGS,Parking Tag Enforcement & Operations,395
ATMOSPHERE,Toronto Atmospheric Fund,7
TTCCONV,Toronto Transit Commission,10706
TTCWHEEL,Wheel Trans,532
POLICE,Toronto Police Service,7888
POLICEBOARD,Toronto Police Service Board,8
SOLIDWASTE,Solid Waste Management Services,1327.7
WATER,Toronto Water,1706.3
PARKING,Toronto Parking Authority,298.7
