_META_START_,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDNnp4LTdtSFlYTDA,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OubHdZVEpCZmdfNlE,,
SOURCE_DOCUMENT_TITLE,CITY OF TORONTO 2008 BUDGET COMMITTEE RECOMMENDED OPERATING BUDGET GROSS EXPENDITURE,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuQ2RfRWRQRUQ4VkU,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,
YEAR,2008,,
VERSION,Summary,,
ASPECT,Expenses,,
NOTES_CONTENT,,,
NOTES_SEVERITY,,,
UNITS_NAME,Dollar,,
UNITS_CODE,DOLLAR,,
UNITS_MULTIPLIER,1000,,
TOTAL_AMOUNT,8911075.4,,
INTAKE_DATETIME,2016-10-29-22-25-48,,
INTAKE_OPERATOR_ID,Henrik,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE",,
_META_END_,,,
311SERVICE,3-1-1 Customer Service Strategy,3730.7,
AFFHOUSING,Affordable Housing Office,3031.5,
AGEDHOMES,Homes for the Aged,206613.3,
ARENAS,Arena Boards of Management,6024.7,
AUDITGEN,Auditor General's Office,4147.4,
BUILDINGS,Toronto Building,41912.6,
CFO,Office of the Chief Financial Officer,14244.4,
CHILDSERV,Children's Services,360773.4,
CITYMANAGER,City Manager's Offic,39651.5,
CLERK,City Clerk's Office,45625.1,
COMMCENTRES,Association of Community Centres,6930.7,
CORPEXPENDITURES,Non-Program Expenditures,394241.1,
CORPFINANCING,Capital & Corporate Financing,597904.7,
CORPREVENUES,Non-Program Revenues,3164.6,
COUNCIL,City Council,19743.7,
COURTSERV,Court Services,39334.6,
COMMPARTNER,Community Partnership and Investment Program,43525.2,
CREATIVEINFO,Pubic Information & Creative Services,4771.7,
ECONDEV,"Economic Development, Culture & Tourism",32950.9,
EMERG,Emergency Medical Services,151968.6,
EXHIBPLACE,Exhibition Place,53997.2,
FACILITIES,Facilities & Real Estate,131125.7,
FIRE,Fire Services,356046.6,
FLEET,Fleet Services,41459.8,
HERITAGE,Heritage Toronto,693.8,
INTEGRITYCOMM,Integrity Commissioner's Office,200,
IT,Information & Technology,57685.4,
LEGAL,Legal Services,36680.5,
LIBRARY,Toronto Public Library,169988.1,
LICENCING,Municipal Licensing & Standards,34149.7,
LOBBYREG,Lobbyist Registrar,711.3,
MAYOR,Mayor's Office,2601.1,
OMBUDSMAN,Office of the Ombudsperson,404.3,
PARKING,Toronto Parking Authority,63498.2,https://drive.google.com/open?id=0BzB3t6aSc9bDQ3BJNTZBeHhyZEU
PARKS,"Parks, Forestry & Recreation",322077.9,
PLANNING,City Planning,35316.6,
POLICE,Toronto Police Service,841730.7,
POLICEBOARD,Toronto Police Services Board,2233.9,
POLICYADMIN,"Policy, Planning, Finance and Administration",45685.7,
PUBLICHEALTH,Toronto Public Health,219296.4,
REGIONCONSERV,Toronto & Region Conservation Authority,37363,
SHELTERADMIN,"Shelter, Support & Housing Administration",710106.5,
SOCIALDEV,"Social Development, Finance & Administration",27207,
SOCIALSERV,Social Services,1059949.5,
SOLIDWASTE,Solid Waste Management Services,276728.7,
TECH,Technical Services,60351.4,
THEATRES,Theatres,23288.7,
TRANSPORTATION,Transportation Services,259610.2,
TREASURER,Office of the Treasurer,69923.2,
TTCCONV,Toronto Transit Commission - Conventional,1155414.1,
TTCWHEEL,Toronto Transit Commission - Wheel-Trans,73862.2,
WATER,Toronto Water,677393.3,https://drive.google.com/open?id=0BzB3t6aSc9bDQ3BJNTZBeHhyZEU
WATERFRONT,Waterfront Secretariat,1412.7,
YONGEDUNDAS,Yonge-Dundas Square,1351.5,
ZOO,Toronto Zoo,41240.1,
