_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0BzB3t6aSc9bDV0dZSWpoXzdHREE,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuRDNTajhMcnV6RTg,,,,
SOURCE_DOCUMENT_TITLE,2010 COUNCIL APPROVED OPERATING BUDGET – Revenue,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuTW1HZzBaczBxUlk,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2010,,,,
VERSION,Summary,,,,
ASPECT,Revenues,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Dollar,,,,
UNITS_CODE,DOLLAR,,,,
UNITS_MULTIPLIER,1000,,,,
TOTAL_AMOUNT,6891171.7,,,,
INTAKE_DATETIME,2016-10-29-22-25-49,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,1888.2,,,
ARENAS,Arena Boards of Management,6401.7,,,
AUDITGEN,Auditor General's Office,,,,
BUILDINGS,Toronto Building,56630.2,,,
CFO,Office of the Chief Financial Officer,15969.9,,,
CHILDSERV,Children's Services,307932.3,,,
CITYMANAGER,City Manager's Office,5265,,,
CLERK,City Clerk's Office,23371.1,,,
COMMCENTRES,Association of Community Centres,189.1,,,
CORPEXPENDITURES,Non-Program Expenditures,137011.5,,,
CORPFINANCING,Capital & Corporate Financing,30417.7,,,
CORPREVENUES,Non-Program Revenues,1159754.9,,,
COUNCIL,City Council,700,,,
COURTSERV,Court Services,62161.8,,,
ECONDEV,Economic Development & Culture,9507.9,,,
ENGINEERING,Engineering & Construction Services,55474.8,,,
EXHIBPLACE,Exhibition Place,62901.8,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",115367.7,,,
FIRE,Fire Services,12600.2,,,
FLEET,Fleet Services,47292,,,
HERITAGE,Heritage Toronto,347.1,,,
INTEGRITYCOMM,Integrity Commissioner's Office,,,,
IT,Information & Technology,24184.1,,,
LEGAL,Legal Services,19545.1,,,
LIBRARY,Toronto Public Library,13487.8,,,
LICENCING,Municipal Licensing & Standards,30982.9,,,
LOBBYREG,Office of the Lobbyist Registrar,,,,
LONGTERMHOME,Long Term Care Homes & Services,173853.2,,,
MAYOR,Mayor's Office,,,,
OMBUDSMAN,Office of the Ombudsman,,,,
PARAMEDIC,Toronto Paramedic Services,99618.7,,,
PARKING,Toronto Parking Authority,124419.2,,,
PARKS,"Parks, Forestry & Recreation",98470.1,,,
PLANNING,City Planning,23145.3,,,
POLICE,Toronto Police Service,65754.5,,,
POLICEBOARD,Toronto Police Services Board,,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",12950.8,,,
PUBLICHEALTH,Toronto Public Health,175377.1,,,
REGIONCONSERV,Toronto & Region Conservation Authority,32314.5,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",596003.4,,,
SOCIALDEV,"Social Development, Finance & Administration",11415.8,,,
SOCIALSERV,Toronto Employment & Social Services,1033512,,,
SOLIDWASTE,Solid Waste Management Services,319821.4,,,
THEATRES,Theatres,17129.6,,,
TRANSPORTATION,Transportation Services,104845.7,,,
TREASURER,Office of the Treasurer,46188.4,,,
TTCCONV,Toronto Transit Commission - Conventional,941115.2,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,4757.3,,,
WATER,Toronto Water,767707.7,,,
YONGEDUNDAS,Yonge-Dundas Square,1219,,,
ZOO,Toronto Zoo,33940,,,
311SERVICE,311 Toronto,8228,,,
