_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,,
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8Oub0RpcloxWmtCNU0,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2011,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,"Taken from 2012 council approved budget, prior year column",,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,50351.799999999996,,,,
INTAKE_DATETIME,2016-10-29-22-25-49,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,22,,,
ARENAS,Arena Boards of Management,65.5,,,
ATMOSPHERE,Toronto Atmospheric Fund,7,,,
AUDITGEN,Auditor General's Office,29,,,
BUILDINGS,Toronto Building,426,,,
CFO,Office of the Chief Financial Officer,134.6,,,
CHILDSERV,Children's Services,948.5,,,
CITYMANAGER,City Manager's Office,388,,,
CLERK,City Clerk's Office,425.5,,,
COMMCENTRES,Association of Community Centres,91.2,,,
COUNCIL,City Council,176,,,
COURTSERV,Court Services,290,,,
ECONDEV,Economic Development & Culture,284.8,,,
ENGINEERING,Engineering & Construction Services,162.7,,,
EXHIBPLACE,Exhibition Place,529.5,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",843.8,,,
FIRE,Fire Services,3185.3,,,
FLEET,Fleet Services,192,,,
HERITAGE,Heritage Toronto,6,,,
INTEGRITYCOMM,Integrity Commissioner's Office,1.5,,,
IT,Information & Technology,527,,,
LEGAL,Legal Services,277,,,
LIBRARY,Toronto Public Library,1824.9,,,
LICENCING,Municipal Licensing & Standards,487.6,,,
LOBBYREG,Office of the Lobbyist Registrar,8.3,,,
LONGTERMHOME,Long Term Care Homes & Services,2188.4,,,
MAYOR,Mayor's Office,17,,,
OMBUDSMAN,Office of the Ombudsman,10,,,
PARAMEDIC,Toronto Paramedic Services,1218,,,
PARKING,Toronto Parking Authority,298.7,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,395,,,
PARKS,"Parks, Forestry & Recreation",4280.6,,,
PLANNING,City Planning,342,,,
POLICE,Toronto Police Service,7888,,,
POLICEBOARD,Toronto Police Services Board,8,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",229.1,,,
PUBLICHEALTH,Toronto Public Health,1902.3,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",752.7,,,
SOCIALDEV,"Social Development, Finance & Administration",145.3,,,
SOCIALSERV,Toronto Employment & Social Services,2289,,,
SOLIDWASTE,Solid Waste Management Services,1327.7,,,
THEATRES,Theatres,211,,,
TRANSPORTATION,Transportation Services,1265,,,
TREASURER,Office of the Treasurer,753,,,
TTCCONV,Toronto Transit Commission - Conventional,10706,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,532,,,
WATER,Toronto Water,1706.3,,,
YONGEDUNDAS,Yonge-Dundas Square,5,,,
ZOO,Toronto Zoo,389,,,
311SERVICE,311 Toronto,159,,,
