_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuR21kODNzalQzNGc,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,,
SOURCE_DOCUMENT_TITLE,APPENDIX 2 2012 COUNCIL APPROVED OPERATING BUDGET APPROVED OPERATING POSITIONS,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 1,,,,
SOURCE_DOCUMENT_TABLE_TITLE,,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuclBJOWNIUVRLT28,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2012,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,48859.2,,,,
INTAKE_DATETIME,2016-10-29-22-25-49,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,19,,,
ARENAS,Arena Boards of Management,65.5,,,
ATMOSPHERE,Toronto Atmospheric Fund,7,,,
AUDITGEN,Auditor General's Office,29,,,
BUILDINGS,Toronto Building,418,,,
CFO,Office of the Chief Financial Officer,124.6,,,
CHILDSERV,Children's Services,927.8,,,
CITYMANAGER,City Manager's Office,375,,,
CLERK,City Clerk's Office,397.8,,,
COMMCENTRES,Association of Community Centres,82.7,,,
COUNCIL,City Council,176,,,
COURTSERV,Court Services,284,,,
ECONDEV,Economic Development & Culture,275.8,,,
ENGINEERING,Engineering & Construction Services,162.7,,,
EXHIBPLACE,Exhibition Place,529.5,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",723.6,,,
FIRE,Fire Services,3176.3,,,
FLEET,Fleet Services,172,,,
HERITAGE,Heritage Toronto,6.5,,,
INTEGRITYCOMM,Integrity Commissioner's Office,1.5,,,
IT,Information & Technology,508,,,
LEGAL,Legal Services,273,,,
LIBRARY,Toronto Public Library,1717.9,,,
LICENCING,Municipal Licensing & Standards,452.6,,,
LOBBYREG,Office of the Lobbyist Registrar,8.3,,,
LONGTERMHOME,Long Term Care Homes & Services,2153.5,,,
MAYOR,Mayor's Office,18,,,
OMBUDSMAN,Office of the Ombudsman,10,,,
PARAMEDIC,Toronto Paramedic Services,1213,,,
PARKING,Toronto Parking Authority,298.7,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,394,,,
PARKS,"Parks, Forestry & Recreation",4200.2,,,
PLANNING,City Planning,333,,,
POLICE,Toronto Police Service,7869,,,
POLICEBOARD,Toronto Police Services Board,8,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",208.1,,,
PUBLICHEALTH,Toronto Public Health,1835.7,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",739.4,,,
SOCIALDEV,"Social Development, Finance & Administration",129.7,,,
SOCIALSERV,Toronto Employment & Social Services,2190.5,,,
SOLIDWASTE,Solid Waste Management Services,1093.2,,,
THEATRES,Theatres,181.1,,,
TRANSPORTATION,Transportation Services,1043.7,,,
TREASURER,Office of the Treasurer,730,,,
TTCCONV,Toronto Transit Commission - Conventional,10561,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,529,,,
WATER,Toronto Water,1659.3,,,
YONGEDUNDAS,Yonge-Dundas Square,5,,,
ZOO,Toronto Zoo,388,,,
311SERVICE,311 Toronto,154,,,
