_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8Ouc1ZNT2FBM2tBSTQ,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuTDRIWm1BVU9mT0k,,,,
SOURCE_DOCUMENT_TITLE,2007 COUNCIL APPROVED OPERATING BUDGET CORPORATE SUMMARY OF APPROVED POSITIONS (OPERATING),,,,
SOURCE_DOCUMENT_TABLE_LOCATION,p. 11,,,,
SOURCE_DOCUMENT_TABLE_TITLE,2007 BUDGET BRIEFING NOTE Summary of 2007 Council Approved Positions,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OubkpOcW9KTnZER2M,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2006,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,47800.8,,,,
INTAKE_DATETIME,2016-10-29-22-25-48,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,24,,,
ARENAS,Arena Boards of Management,63.5,,,
ATMOSPHERE,Toronto Atmospheric Fund,4,,,
AUDITGEN,Auditor General's Office,29,,,
BUILDINGS,Toronto Building,401.5,,,
CFO,Office of the Chief Financial Officer,120,,,
CHILDSERV,Children's Services,967.7,,,
CITYMANAGER,City Manager's Office,463,,,
CLERK,City Clerk's Office,373.5,,,
COMMCENTRES,Association of Community Centres,91.2,,,
COUNCIL,City Council,183,,,
COURTSERV,Court Services,221,,,
ECONDEV,Economic Development & Culture,275.3,,,
ENGINEERING,Engineering & Construction Services,193.9,,,
EXHIBPLACE,Exhibition Place,447,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",708.4,,,
FIRE,Fire Services,3185.5,,,
FLEET,Fleet Services,199,,,
HERITAGE,Heritage Toronto,5,,,
IT,Information & Technology,320,,,
LEGAL,Legal Services,252,,,
LIBRARY,Toronto Public Library,1813.2,,,
LICENCING,Municipal Licensing & Standards,381,,,
LOBBYREG,Office of the Lobbyist Registrar,,,,
LONGTERMHOME,Long Term Care Homes & Services,2126.9,,,
MAYOR,Mayor's Office,19,,,
PARAMEDIC,Toronto Paramedic Services,1197.3,,,
PARKING,Toronto Parking Authority,298.2,,,
PARKINGTAGS,Parking Tag Enforcement & Operations,395,,,
PARKS,"Parks, Forestry & Recreation",3975.3,,,
PLANNING,City Planning,327.5,,,
POLICE,Toronto Police Service,7580,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",104.6,,,
PUBLICHEALTH,Toronto Public Health,2103,,,
REGIONCONSERV,Toronto & Region Conservation Authority,394.7,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",695,,,
SOCIALDEV,"Social Development, Finance & Administration",222.3,,,
SOCIALSERV,Toronto Employment & Social Services,1943,,,
SOLIDWASTE,Solid Waste Management Services,1366.2,,,
THEATRES,Theatres,201.9,,,
TRANSPORTATION,Transportation Services,1376.3,,,
TREASURER,Office of the Treasurer,728,,,
TTCCONV,Toronto Transit Commission - Conventional,9889,,,
WATER,Toronto Water,1773.9,,,
YONGEDUNDAS,Yonge-Dundas Square,4,,,
ZOO,Toronto Zoo,354,,,
311SERVICE,311 Toronto,4,,,
