_META_START_,,,,,
SOURCE_DOCUMENT_LINK_ORIGINAL,,,,,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=0B208oCU9D8OuX0txYk0yTVJaYlk,,,,
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=0B208oCU9D8OuaUJtdGpFb0lVWlE,,,,
SOURCE_DOCUMENT_TITLE,2016 Budget Committee Recommended Tax Supported Operating Budget,,,,
SOURCE_DOCUMENT_TABLE_LOCATION,pdf p.36,,,,
SOURCE_DOCUMENT_TABLE_TITLE,BUDGET COMMITTEE RECOMMENDED OPERATING BUDGET OPERATING POSITIONS,,,,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=0B208oCU9D8OuN1R5OE9ITTI3dEE,,,,
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik,,,,
YEAR,2015,,,,
VERSION,Summary,,,,
ASPECT,Staffing,,,,
NOTES_CONTENT,Rate supported total amounts were taken from 2016 gfoa per department; permanent and temp were calculated based on prior year ratios,,,,
NOTES_SEVERITY,,,,,
UNITS_NAME,Full Time Equivalent,,,,
UNITS_CODE,FTE,,,,
UNITS_MULTIPLIER,1,,,,
TOTAL_AMOUNT,51725.1,,,,
INTAKE_DATETIME,2016-10-29-22-25-49,,,,
INTAKE_OPERATOR_ID,Henrik,,,,
COLUMNS_CATEGORIES,"Program:CODE,Program:NAME",,,,
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE,Allocations:DESCRIPTION",,,,
_META_END_,,,,,
AFFHOUSING,Affordable Housing Office,19,,,
ARENAS,Arena Boards of Management,67.7,,,
AUDITGEN,Auditor General's Office,31.5,,,
BUILDINGS,Toronto Building,456,,,
CFO,Office of the Chief Financial Officer,103,,,
CHILDSERV,Children's Services,977.8,,,
CITYMANAGER,City Manager's Office,421,,,
CLERK,City Clerk's Office,403.6,,,
COMMCENTRES,Association of Community Centres,77.9,,,
COUNCIL,City Council,180,,,
COURTSERV,Court Services,282,,,
ECONDEV,Economic Development & Culture,297.5,,,
ENGINEERING,Engineering & Construction Services,131.9,,,
EXHIBPLACE,Exhibition Place,356,,,
FACILITIES,"Facilities, Real Estate, Environment & Energy",927.5,,,
FIRE,Fire Services,3168.3,,,
FLEET,Fleet Services,176,,,
HERITAGE,Heritage Toronto,7,,,
INTEGRITYCOMM,Integrity Commissioner's Office,3,,,
IT,Information & Technology,619,,,
LEGAL,Legal Services,305.9,,,
LIBRARY,Toronto Public Library,1736,,,
LICENCING,Municipal Licensing & Standards,460,,,
LOBBYREG,Office of the Lobbyist Registrar,8.3,,,
LONGTERMHOME,Long-Term Care Homes & Services,2372,,,
MAYOR,Mayor's Office,20,,,
OMBUDSMAN,Office of the Ombudsman,12,,,
PARAMEDIC,Toronto Paramedic Services,1444.8,,,
PARKING,Toronto Parking Authority,302.4,,,
PARKINGTAGS,Parking Tag Enforcement,394,,,
PARKS,"Parks, Forestry & Recreation",4503.5,,,
PLANNING,City Planning,368,,,
POLICE,Toronto Police Service,7881,,,
POLICEBOARD,Toronto Police Services Board,7,,,
POLICYADMIN,"Policy, Planning, Finance & Administration",196.4,,,
PUBLICHEALTH,Toronto Public Health,1850,,,
REGIONCONSERV,Toronto & Region Conservation Authority,419.6,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",756.5,,,
SOCIALDEV,"Social Development, Finance & Administration",136.5,,,
SOCIALSERV,Toronto Employment & Social Services,2120,,,
SOLIDWASTE,Solid Waste Management Services,1108.7,,,
THEATRES,Theatres,171.9,,,
TRANSPORTATION,Transportation Services,1030.5,,,
TREASURER,Office of the Treasurer,680.2,,,
TTCCONV,Toronto Transit Commission - Conventional,11870,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,565,,,
WATER,Toronto Water,1753.7,,,
YONGEDUNDAS,Yonge-Dundas Square,6.5,,,
ZOO,Toronto Zoo,394,,,
311SERVICE,311 Toronto,145,,,
