_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=1zAXJokKoxsKS9AFLZ7qViY4BZ-CkI0ey
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1vI0cN2OCkZZ7V6x0FxXhiKYWTdOJyr7T
SOURCE_DOCUMENT_TITLE,2013 Consolidated Financial Statements
SOURCE_DOCUMENT_TABLE_LOCATION,Note: deferred liabilities; Note: Accumulated Surplus
SOURCE_DOCUMENT_TABLE_TITLE,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=1js2Zk1HICu3g7al182HcndP-sZdgfMFe
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2013
VERSION,Actual
ASPECT,"Liabilities, Surplus"
NOTES_CONTENT,Dollar
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Reserve:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Development Charges,383801
Recreational Land (Planning Act),431990
Subdividers’ Deposits,
Building Code Act Service Improvement,27731
Provincial Gas Tax,408
Public Transit Funds,195371
Water and Wastewater,236791
Community Services,84119
Third Party Agreements,12914
State of Good Repair – obligatory,2244
Parking Authority,3298
Corporate,789277
Stabilization,194939
Water and Wastewater,135350
Donations,1274
Employee Benefits (Note 13),212105
Corporate,500584
Community Initiatives,92570
State of Good Repair,191508
