_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=1AJ3kl4GghwwokQ8AbFlNT6q7ZG4EPIfv
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1vI0cN2OCkZZ7V6x0FxXhiKYWTdOJyr7T
SOURCE_DOCUMENT_TITLE,2009 Consolidated Financial Statements
SOURCE_DOCUMENT_TABLE_LOCATION,Note: deferred liabilities; Note: Accumulated Surplus
SOURCE_DOCUMENT_TABLE_TITLE,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=1vU_haMD4dhfg-RHl0u1weB5TqFSOerE5
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2009
VERSION,Actual
ASPECT,"Liabilities, Surplus"
NOTES_CONTENT,Dollar
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Reserve:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Development Charges,248943
Recreational Land (Planning Act),179419
Subdividers’ Deposits,13676
Building Code Act Service Improvement,10675
Provincial Gas Tax,711
Public Transit Funds,550981
Water and Wastewater – obligatory,67351
Community Services,61693
Third Party Agreements,21556
State of Good Repair – obligatory,26854
Parking Authority,1687
Corporate – reserve,344869
Stabilization,68953
Water and Wastewater,74364
Donations,1800
Community Initiatives – reserve,23
Employee Benefits (Note 15),219021
Corporate – fund,510333
Community Initiatives,103825
State of Good Repair,137424
