_META_START_,
SOURCE_DOCUMENT_LINK_ORIGINAL,
SOURCE_DOCUMENT_LINK_COPY,https://drive.google.com/open?id=1G8SO2qavpqg4njr5q2d_a-bFEaP07nF_
SOURCE_DOCUMENT_LINK_WORKING_DIRECTORY,https://drive.google.com/open?id=1vI0cN2OCkZZ7V6x0FxXhiKYWTdOJyr7T
SOURCE_DOCUMENT_TITLE,2014 Consolidated Financial Statements
SOURCE_DOCUMENT_TABLE_LOCATION,Note: deferred liabilities; Note: Accumulated Surplus
SOURCE_DOCUMENT_TABLE_TITLE,
SOURCE_CSV_PRECURSOR_LINK,https://drive.google.com/open?id=13WaU-yeKNZs0Lg3G6MuudR2hIEf9jjGl
SOURCE_CSV_PRECURSOR_AUTHOR_ID,Henrik
YEAR,2014
VERSION,Actual
ASPECT,"Liabilities, Surplus"
NOTES_CONTENT,Dollar
NOTES_SEVERITY,
UNITS_NAME,Dollar
UNITS_CODE,DOLLAR
UNITS_MULTIPLIER,1000
TOTAL_AMOUNT,
INTAKE_DATETIME,
INTAKE_OPERATOR_ID,Henrik
COLUMNS_CATEGORIES,Reserve:NAME
COLUMNS_ATTRIBUTES,"Amount:VALUE, Notes:DESCRIPTION, Severity: CODE"
_META_END_,
Development Charges,529786
Recreational Land (Planning Act),522703
Building Code Act Service Improvement,42303
Public Transit Funds,137096
Water and Wastewater – obligatory,302983
Community Services,82783
Third Party Agreements,9902
State of Good Repair – obligatory,2253
Parking Authority,3327
Corporate – reserve,574422
Stabilization,231441
Water and Wastewater,142589
Donations,1285
Employee Benefits (Note 13),234255
Corporate – fund,483468
Community Initiatives,94108
State of Good Repair,202103
