_META_,,,,,
SOURCE,https://drive.google.com/open?id=0BzB3t6aSc9bDclgtWnlrTThyeDQ,,,,
SOURCEQUALIFIERS,,,,,
DOCTITLE,2008 BUDGET COMMITTEE RECOMMENDED OPERATING BUDGET – Revenues,,,,
YEAR,2008 BUDGET COMMITTEE RECOMMENDED OPERATING BUDGET – Revenues,,,,
TYPE,REVENUES,,,,
UNITS,"$1,000.00",,,,
NOTES,,,,,
_METAEND_,,,,,
_DATA_,,,,,
DIVISIONCODE,DivisionName,Amount,RollIntoCode,Note,AlternateSource
311SERVICE,3-1-1 Customer Service Strategy,3065.4,,,
AFFHOUSING,Affordable Housing Office,1613,,,
AGEDHOMES,Homes for the Aged,165878.9,LONGTERMHOME,,
ARENAS,Arena Boards of Management,5982.5,,,
AUDITGEN,Auditor General's Office,0,,,
BUILDING,Toronto Building,53572.6,,,
CFO,Office of the Chief Financial Officer,4055.4,,,
CHILDSERV,Children's Services,291863.2,,,
CITYMANAGER,City Manager's Office,2260.9,,,
CLERK,City Clerk's Office,13745.6,,,
COMMCENTRES,Association of Community Centres,170,,,
CORPEXPENDITURES,Non-Program Expenditures,93529.2,,,
CORPFINANCING,Capital & Corporate Financing,66511.7,,,
CORPREVENUES,Non-Program Revenues,837682.7,,,
COUNCIL,City Council,0,,,
COURTSERV,Court Services,50717.9,,,
CPIP,Community Partnership and Investment Program,259,,,
CREATIVEINFO,Pubic Information & Creative Services,78.1,IT,,
ECONDEV,"Economic Development, Culture & Tourism",6990.2,,,
EMERG,Emergency Medical Services,90093.4,,,
EXHIBPLACE,Exhibition Place,53967.2,,,
FACILITIES,Facilities & Real Estate,75881.9,,,
FIRE,Fire Services,8176.1,,,
FLEET,Fleet Services,41459.8,,,
HERITAGE,Heritage Toronto,304,,,
INTEGRITYCOMM,Integrity Commissioner's Office,0,,,
IT,Information & Technology,9273.5,,,
LEGAL,Legal Services,15777.5,,,
LIBRARY,Toronto Public Library,14314.4,,,
LICENCING,Municipal Licensing & Standards,22730.2,,,
LOBBYREG,Lobbyist Registrar,0,,,
MAYOR,Mayor's Office,0,,,
OMBUDSMAN,Office of the Ombudsperson,0,,,
PARKING,Toronto Parking Authority,113115.4,,http://www.celos.ca/wiki/uploads/BudgetDocuments/2008BSweb.pdf,
PARKS,"Parks, Forestry & Recreation",82789.8,,,
PLANNING,City Planning,21265.4,,,
POLICE,Toronto Police Service,43471.2,,,
POLICEBOARD,Toronto Police Services Board,0,,,
POLICYADMIN,"Policy, Planning, Finance and Administration",19054.6,,,
PUBLICHEALTH,Toronto Public Health,168725.5,,,
REGIONCONSERV,Toronto & Region Conservation Authority,34191.9,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",456344.2,,,
SOCIALDEV,"Social Development, Finance & Administration",11226.6,,,
SOCIALSERV,Social Services,784175.2,,,
SOLIDWASTE,Solid Waste Management Services,94570.6,,,
TECH,Technical Services,44136.8,,,
THEATRES,Theatres,19448.1,,,
TRANSPORTATION,Transportation Services,92955.7,,,
TREASURER,Office of the Treasurer,38728.2,,,
TTCCONV,Toronto Transit Commission - Conventional,953091.1,,,
TTCWHEEL,Toronto Transit Commission - Wheel-Trans,23511,,,
WATER,Toronto Water,677393.3,,http://www.celos.ca/wiki/uploads/BudgetDocuments/2008BSweb.pdf,
WATERFRONT,Waterfront Secretariat,331,,,
YONGEDUNDAS,Yonge-Dundas Square,768,,,
ZOO,Toronto Zoo,29534,,,
