_META_,,,,,
SOURCE,https://drive.google.com/open?id=0BzB3t6aSc9bDRUFJcmwzcjNiTGc,,,,
SOURCEQUALIFIERS,,,,,
DOCTITLE,2012 COUNCIL APPROVED OPERATING BUDGET – REVENUE,,,,
YEAR,2012,,,,
TYPE,REVENUES,,,,
UNITS,"$1,000.00",,,,
NOTES,,,,,
_METAEND_,,,,,
_DATA_,,,,,
DIVISIONCODE,DivisionName,Amount,RollIntoCode,Note,AlternateSource
311SERVICE,311 Toronto,8419.4,,,
AFFHOUSING,Affordable Housing Office,1433.4,,,
ARENAS,Arena Boards of Management,6738.2,,,
AUDITGEN,Auditor General's Office,0,,,
BUILDING,Toronto Building,57450.9,,,
CFO,Office of the Chief Financial Officer,8166.8,,,
CHILDSERV,Children's Services,316689.2,,,
CITYMANAGER,City Manager's Office,8497.9,,,
CLERK,City Clerk's Office,18795.5,,,
COMMCENTRES,Association of Community Centres,264,,,
CORPEXPENDITURES,Non-Program Expenditures,160593.5,,,
CORPFINANCING,Capital & Corporate Financing,15021.7,,,
CORPREVENUES,Non-Program Revenues,1019077.5,,,
COUNCIL,City Council,0,,,
COURTSERV,Court Services,66228.9,,,
CPIP,Community Partnership and Investment Program,0,,,
ECONDEV,Economic Development & Culture,9465.1,,,
EMERG,Emergency Medical Services,104505.5,,,
ENV,Toronto Environment Office,3271.8,,,
EXHIBPLACE,Exhibition Place,64770.3,,,
FACILITIES,Facilities Management & Real Estate,122984.2,,,
FIRE,Fire Services,15131.9,,,
FLEET,Fleet Services,47468.2,,,
HERITAGE,Heritage Toronto,569,,,
INTEGRITYCOMM,Integrity Commissioner's Office,0,,,
IT,Information & Technology,33199.4,,,
LEGAL,Legal Services,23217.4,,,
LIBRARY,Toronto Public Library,14927.3,,,
LICENCING,Municipal Licensing & Standards,28149.4,,,
LOBBYREG,Lobbyist Registrar,9,,,
LONGTERMHOME,Long Term Care Homes & Services,179485.3,,,
MAYOR,Mayor's Office,0,,,
OMBUDSMAN,Office of the Ombudsman,0,,,
PARKING,Toronto Parking Authority,128729.9,,,
PARKS,"Parks, Forestry & Recreation",110514,,,
PLANNING,City Planning,25432.8,,,
POLICE,Toronto Police Service,76369,,,
POLICEBOARD,Toronto Police Services Board,500,,,
POLICYADMIN,"Policy, Planning, Finance and Administration",12251.8,,,
PUBLICHEALTH,Toronto Public Health,191060.2,,,
REGIONCONSERV,Toronto & Region Conservation Authority,34357.8,,,
SHELTERADMIN,"Shelter, Support & Housing Administration",517443.5,,,
SOCIALDEV,"Social Development, Finance & Administration",10554.1,,,
SOCIALSERV,Toronto Employment & Social Services,1027366.7,,,
SOLIDWASTE,Solid Waste Management Services,345865.1,,,
TECH,Technical Services,60520,,,
THEATRES,Theatres,24937.7,,,
TRANSPORTATION,Transportation Services,120843,,,
TREASURER,Office of the Treasurer,47483.6,,,
TTCCONV,Toronto Transit Commission - Conventional,1067846.5,,,
TTCWHEEL,Toronto Transit Commission - Wheel-Trans,5324.6,,,
WATER,Toronto Water,893332.9,,,
YONGEDUNDAS,Yonge-Dundas Square,1501.6,,,
ZOO,Toronto Zoo,34552.8,,,
