_META_,,,,,
SOURCE,https://drive.google.com/open?id=0BzB3t6aSc9bDVkxLZ0N1M0J4MUE,,,,
SOURCEQUALIFIERS,,,,,
DOCTITLE,City of Toronto 2005 Operating Budget – Revenues,,,,
YEAR,2005,,,,
TYPE,REVENUES,,,,
UNITS,"$1,000.00",,,,
NOTES,,,,,
_METAEND_,,,,,
_DATA_,,,,,
DIVISIONCODE,DivisionName,Amount,RollIntoCode,Note,AlternateSource
311SERVICE,3-1-1 Project,,,,
AGEDHOMES,Homes for the Aged,147258.8,,,
ARENAS,Arena Boards of Management,5228.6,,,
ASSESSGROWTH,Assessment Growth - 2005,13068.3,,,
AUDITGEN,Auditor General's Office,,,,
BIZSUPPORT,Customer & Business Support,2470.4,,,
CHILDSERV,Children's Services,236357.9,,,
CITYMANAGER,Chief Administrator's Office,295,,,
CLERK,City Clerk's Office,20941.5,,,
COMMCENTRES,Association of Community Centers,160.8,,,
CORPCOMMS,Corporate Communications,57,,,
CORPEXPENDITURES,Non-Program Expenditures,73930.6,,,
CORPFINANCING,Capital & Corporate Financing,23500,,,
CORPREVENUES,Non-Program Revenues,740581.7,,,
COUNCIL,Council,,,,
COURTSERV,Court Services,38462.9,,,
CPIP,Community Partnership and Investment Program,5078.7,,,
CULTURE,Culture,3758.5,,,
ECONDEV,Economic Development,1987.9,,,
ECONRECOV,Economic Recovery,,,,
EMERG,Emergency Medical Services,66149.7,,,
EMERGPLAN,Emergency Management Plan,,,,
EXHIBPLACE,Exhibition Place,46194,,,
FACILITIES,Facilities & Real Estate,53760.7,,,
FINANCE,Finance,33605.6,,,
FIRE,Fire Services,5454.6,,,
FLEET,Fleet Services,31804.9,,,
HERITAGE,Heritage Toronto,211.1,,,
HUMANRESOURCES,Human Resources,1809.2,,,
INNOVATION,Service Improvement & Innovation,530.6,,,
IT,Information & Technology,10257,,,
LEGAL,Legal,7944.3,,,
LIBRARY,Toronto Public Library,14431,,,
MAYOR,Mayor's Office,,,,
PARKING,Parking Authority,97169,,"* Parking Authority's net revenue is distributed according to City's Revenue Sharing Agreement: 75% to the City, and 25% retained by Parking Authority.",
PARKS,Parks & Recreation,69344.6,,,
PLANNING,Urban Development Services,88000.3,,,
POLICE,Toronto Police Service,32587.8,,,
POLICEBOARD,Toronto Police Board,,,,
PUBLICHEALTH,Toronto Public Health,118620,,,
REGIONCONSERV,Toronto & Region Conservation Authority,27032.9,,,
SHELTERADMIN,"Shelter, Housing & Support",404445.1,,,
SOCIALDEV,Social Development & Administration,9489.6,,,
SOCIALSERV,Social Services,749739.6,,,
SOLIDWASTE,Solid Waste Management Services,59796.1,,,
SUPPORTSERV,WES - Support Services,35776.8,,,
TECH,WES - Technical Services,50031.7,,,
THEATRES,Theatres,17012,,,
TOURISM,Tourism,3571.9,,,
TRANSPORTATION,Transportation Services,87654.7,,,
TTCCONV,Toronto Transit Commission – Conventional,742186.2,,,
TTCWHEEL,Toronto Transit Commission - Wheel Trans,2810.4,,,
WATER,Toronto Water,555185.5,,,
YONGEDUNDAS,Yonge/Dundas Square,437,,,
ZOO,Toronto Zoo,23795.3,,,
