_META_,,,,,
SOURCE,https://drive.google.com/open?id=0BzB3t6aSc9bDd3BkUnU5V1BDeTA,,,,
SOURCEQUALIFIERS,,,,,
DOCTITLE,City of Toronto 2003 Operating Budget - Revenues,,,,
YEAR,2003,,,,
TYPE,REVENUES,,,,
UNITS,"$1,000.00",,,,
NOTES,,,,,
_METAEND_,,,,,
_DATA_,,,,,
DIVISIONCODE,DivisionName,Amount,RollIntoCode,Note,AlternateSource
AGEDHOMES,Homes for the Aged,131228.4,,,
ARENAS,Arena Boards of Management,4963.9,,,
ASSESSGROWTH,Assessment Growth/Shift,32760,,,
AUDITGEN,Auditor General,116.3,,,
BIZSUPPORT,Customer & Business Support,2374.9,,,
CHILDSERV,Children's Services,236974.4,,,
CITYMANAGER,Chief Administrator's Office (CAO),0,,,
CLERK,City Clerk's,23495.5,,,
COMMCENTRES,Association of Community Centers,169.5,,,
CORPCOMMS,Corporate Communications,102.6,,,
CORPEXPENDITURES,Non-Program Expenditures,55086.5,,,
CORPFINANCING,Capital & Corporate Financing,4249.1,,,
CORPREVENUES,Non-Program Revenues,481314.9,,,
COUNCIL,Council,0,,,
COURTSERV,Court Services,31762.5,,,
CULTURE,Culture,3385.7,,,
ECONDEV,Economic Development,901.3,,,
EMERG,Emergency Medical Services,68364.6,,,
EMERGPLAN,Emergency Management Plan,0,,,
EXHIBPLACE,Exhibition Place,41027.8,,,
FACILITIES,Facilities & Real Estate,52704.5,,,
FINANCE,Finance,32889.7,,,
FIRE,Fire Services,3776.1,,,
FLEET,Fleet Services,31297,,,
GRANTPROGRAM,Consolidated Grant Program,4582.7,,,
HUMANRESOURCES,Human Resources,1317.3,,,
INNOVATION,Service Improvement & Innovation,490,,,
IT,Information & Technology,1312.4,,,
KVC,Keele Valley Closure (KVC),-18791,,,
LEGAL,Legal,6315.3,,,
LIBRARY,Toronto Public Library,13065.6,,,
MAYOR,Mayor's Office,0,,,
PARKING,Parking Authority,91055.5,,,
PARKS,Parks & Recreation,69343,,,
PLANNING,Urban Development Services,76403.4,,,
PUBLICHEALTH,Toronto Public Health,100484.1,,,
REGIONCONSERV,Toronto & Region Conservation Authority,18275.8,,,
SHELTERADMIN,"Shelter, Housing & Support",364873,,,
SOCIALDEV,Social Development & Administration,9163.7,,,
SOCIALSERV,Social Services,712191.9,,,
SOLIDWASTE,Solid Waste Management Services,73540.1,,,
SUPPORTSERV,WES - Support Services,33813.9,,,
TAXINCR,C&I Tax Increase re Registered Charities Rebate,875,,,
TECH,WES - Technical Services,43971.8,,,
THEATRES,Theatres,17548.8,,,
TOTALPOLICE,Toronto Police Service & Board,23728.8,,,
TOTALTTC,Toronto Transit Commission (Incl. Wheel Trans),729264.2,,,
TOURISM,Tourism,3216.9,,,
TRANSPORTATION,Transportation Services,67810.8,,,
WATER,Water & Waste Water,520142.9,,,
WORLDYOUTH,World Youth Day,0,,,
YONGEDUNDAS,Yonge/Dundas Square,485,,,
ZOO,Toronto Zoo,24601.5,,,
